r_kib,latency_asc_ms,latency_desc_ms,latency_ms,direction_half_span_ms,l_over_r_ms_per_kib,logical_throughput_mib_s
416,0.07896833274894051,0.07856107601389165,0.07876470438141608,0.00020362836752443186,0.00018933823168609636,5157.7670885774505
420,0.07643411004369609,0.07651189945985015,0.07647300475177313,3.889470807703216e-05,0.00018207858274231698,5363.412243723691
424,0.07552381692349018,0.07700818049992189,0.07626599871170603,0.0007421817882158552,0.00017987263847100477,5429.18872098171
428,0.07760713501230326,0.07800271405217675,0.07780492453224,0.00019778951993674326,0.00018178720685102805,5372.008937902207
432,0.07726965298947422,0.0771700712539628,0.07721986212171851,4.979086775570851e-05,0.00017874968083731138,5463.29646814204
436,0.08116712722118799,0.08079919572245885,0.08098316147182341,0.0001839657493645716,0.00018574119603629222,5257.651618702768
440,0.08056462844051611,0.08076470542478884,0.08066466693265248,0.00010003849213636312,0.0001833287884833011,5326.83659821901
444,0.08100636994499975,0.0807057858976592,0.08085607792132948,0.00015029202367027733,0.00018210828360659795,5362.537500543541
448,0.08225104762871638,0.08066135884169266,0.08145620323520453,0.0007948443935118579,0.00018182188222143868,5370.984438554301
452,0.0849915320673342,0.08334283951214501,0.08416718578973961,0.0008243462775945967,0.00018621058803039737,5244.398346675024
456,0.08489278169361945,0.08416242629354295,0.0845276039935812,0.00036517770003825084,0.00018536755261750262,5268.24941156283
460,0.0839239443077617,0.08789059436647485,0.08590726933711829,0.001983325029356574,0.0001867549333415615,5229.112198144381
464,0.08939842843878627,0.08924344989990816,0.08932093916934722,7.748926943905443e-05,0.000192502024071869,5072.9986072011825
468,0.09019953088274345,0.09169892062496929,0.09094922575385636,0.00074969487111292,0.00019433595246550506,5025.125241163709
472,0.09411682547891562,0.09162329377851815,0.09287005962871689,0.0012467658501987347,0.0001967586009082985,4963.251901019248
476,0.09507836456329931,0.09533025029412716,0.09520430742871323,0.00012594286541392496,0.0002000090492199858,4882.591581773379
