n,trial,spatial_mode,scenario,track,target_fraction,target_importance,row_budget_fraction,row_budget,top_row_budget_importance,row_budget_intrinsically_feasible,method,method_label,family,repetition,runtime_ms,deadline_met,valid,error
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,26,0.626662,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,27,0.628124,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,28,0.623406,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,29,0.633875,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,0,0.690241,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,1,0.659623,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,2,0.640437,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,3,0.635529,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,4,0.632162,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,5,0.632072,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,6,0.652179,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,7,0.626711,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,8,0.64199,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,9,0.635568,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,10,0.665964,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,11,0.643763,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,12,0.629026,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,13,0.620229,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,14,0.845751,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,15,0.626471,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,16,0.623155,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,17,0.63115,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,18,0.638243,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,19,0.624407,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,20,0.636069,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,21,0.626541,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,22,0.625058,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,23,0.637572,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,24,0.624588,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,25,0.627763,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,26,0.632893,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,27,0.624548,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,28,0.633795,True,True,
