n,trial,spatial_mode,cv,paper_budget_fraction,paper_importance_fraction,paper_latency_ms,supported_importance_fraction,supported_latency_ms,supported_saving_pct,supported_strict_win
256,0,local,3.3,0.9,0.971783071094329,0.08729568302889185,0.9742634223635799,0.07433808199019325,14.84334687479343,True
256,0,local,3.3,0.95,0.9878694062497593,0.09054554927247063,0.9878694600994705,0.07880294284880487,12.968728466519963,True
256,0,hot-cold,3.3,0.05,0.2966232726831214,0.015592276422764229,0.5795382709133129,0.023184980988593156,-48.69529220726116,False
256,0,hot-cold,3.3,0.1,0.38789298250502435,0.01772222808870116,0.5795382709133129,0.023184980988593156,-30.82430083029337,False
256,0,hot-cold,3.3,0.15,0.4455677096735571,0.02000727522306108,0.5795382709133129,0.023184980988593156,-15.882751299733911,False
256,0,hot-cold,3.3,0.2,0.5401486181201868,0.02176891891891892,0.5795382709133129,0.023184980988593156,-6.504971950828331,False
256,0,hot-cold,3.3,0.25,0.6047226689362817,0.03736119534168315,0.6088726577634663,0.024513391991128484,34.38809500888914,True
256,0,hot-cold,3.3,0.3,0.659078060061536,0.039491147007620075,0.7266411239893005,0.031232378568139964,20.912961676920983,True
256,0,hot-cold,3.3,0.35,0.7320075866178387,0.04267331866094518,0.7482059146134588,0.03304672702609595,22.55880708818537,True
256,0,hot-cold,3.3,0.39999999999999997,0.7540742035845294,0.04480482385849394,0.8487904937686558,0.04458062689243029,0.5003857771469722,True
256,0,hot-cold,3.3,0.44999999999999996,0.7860478610093586,0.04708163672061677,0.8487904937686558,0.04458062689243029,5.312070697600246,True
256,0,hot-cold,3.3,0.49999999999999994,0.8311954056931444,0.06270995002719933,0.8487904937686558,0.04458062689243029,28.909803192166105,True
256,0,hot-cold,3.3,0.5499999999999999,0.8582469400388846,0.04653920694451344,0.8705698803311602,0.047364904862579285,-1.7741985140621086,False
256,0,hot-cold,3.3,0.6,0.8737558583370597,0.06837049109189264,0.9022484158277031,0.0528385884866767,22.71726055666391,True
256,0,hot-cold,3.3,0.65,0.8921001539995366,0.07079588156733266,0.9022484158277031,0.0528385884866767,25.364883780106773,True
256,0,hot-cold,3.3,0.7,0.9067518733019863,0.07277318656054887,0.9209651615798853,0.057158724652254016,21.45633941053727,True
256,0,hot-cold,3.3,0.75,0.927822763058759,0.07634110376937517,0.9508122326294368,0.06513436065024292,14.679828514122061,True
256,0,hot-cold,3.3,0.7999999999999999,0.9503138971987479,0.0718519247462113,0.9508122326294368,0.06513436065024292,9.34917765904746,True
256,0,hot-cold,3.3,0.85,0.9690794176550916,0.08357755573063716,0.9694504241386739,0.0721130421484832,13.717215683003515,True
256,0,hot-cold,3.3,0.9,0.9689798796207011,0.08957415283491246,0.9694504241386739,0.0721130421484832,19.493470084624242,True
256,0,hot-cold,3.3,0.95,0.9785941269051146,0.09185919996927237,0.9999999999999994,0.08507345064521515,7.387119990514945,True
256,1,random,3.3,0.05,0.29568001200856325,0.027581481496467893,0.5262132129670914,0.024513391991128484,11.123729904545954,True
256,1,random,3.3,0.1,0.2714257825330359,0.01772222808870116,0.5262132129670914,0.024513391991128484,-38.32003441348915,False
256,1,random,3.3,0.15,0.3085261700546602,0.02000727522306108,0.5262132129670914,0.024513391991128484,-22.522391069392068,False
256,1,random,3.3,0.2,0.4060327713643794,0.02176891891891892,0.5262132129670914,0.024513391991128484,-12.60730072279519,False
256,1,random,3.3,0.25,0.5587185850985439,0.04935040041538681,0.5910116086047016,0.028892985928296817,41.4533910867958,True
256,1,random,3.3,0.3,0.5819643291694403,0.0391034585499318,0.5910116086047016,0.028892985928296817,26.11143106075151,True
256,1,random,3.3,0.35,0.6322984238945765,0.043034945890399016,0.8022016530601416,0.04984772498743086,-15.830806699240574,False
256,1,random,3.3,0.39999999999999997,0.6624841459268737,0.045319993024758934,0.8022016530601416,0.04984772498743086,-9.990583979565848,False
256,1,random,3.3,0.44999999999999996,0.7033322725453419,0.04708163672061677,0.8022016530601416,0.04984772498743086,-5.875089439282033,False
256,1,random,3.3,0.49999999999999994,0.7294090713641747,0.04978503475255042,0.8022016530601416,0.04984772498743086,-0.12592184617734592,False
