trial,target_cv,spatial_mode,budget_fraction,q,two_line_ms,gap_to_max_q_pct
0,1.07,local,0.625,4096,0.9794527540255383,0.0
0,1.07,local,0.625,16384,0.9794527540255383,0.0
0,1.07,local,0.625,65536,0.9794527540255383,0.0
0,1.07,local,0.625,131072,0.9794527540255383,0.0
0,1.07,local,0.75,1024,1.155423873454005,0.028163789340696077
0,1.07,local,0.75,4096,1.1550985539305985,0.0
0,1.07,local,0.75,16384,1.1550985539305985,0.0
0,1.07,local,0.75,65536,1.1550985539305985,0.0
0,1.07,local,0.75,131072,1.1550985539305985,0.0
0,1.07,local,0.875,1024,1.3240753416011364,4.440892098500626e-14
0,1.07,local,0.875,4096,1.3240753416011364,4.440892098500626e-14
0,1.07,local,0.875,16384,1.3240753416011364,4.440892098500626e-14
0,1.07,local,0.875,65536,1.3240753416011364,4.440892098500626e-14
0,1.07,local,0.875,131072,1.3240753416011364,4.440892098500626e-14
0,1.07,hot-cold,0.125,1024,0.21243364878439888,7.401315789473695
0,1.07,hot-cold,0.125,4096,0.19779427023110954,2.220446049250313e-14
0,1.07,hot-cold,0.125,16384,0.19779427023110954,2.220446049250313e-14
0,1.07,hot-cold,0.125,65536,0.19779427023110954,2.220446049250313e-14
0,1.07,hot-cold,0.125,131072,0.19779427023110954,2.220446049250313e-14
0,1.07,hot-cold,0.25,1024,0.39688981855584476,0.0
0,1.07,hot-cold,0.25,4096,0.39688981855584476,0.0
0,1.07,hot-cold,0.25,16384,0.39688981855584476,0.0
0,1.07,hot-cold,0.25,65536,0.39688981855584476,0.0
0,1.07,hot-cold,0.25,131072,0.39688981855584476,0.0
0,1.07,hot-cold,0.375,1024,0.5814164159769781,0.1681410311368925
0,1.07,hot-cold,0.375,4096,0.5804404574067589,2.220446049250313e-14
0,1.07,hot-cold,0.375,16384,0.5804404574067589,2.220446049250313e-14
0,1.07,hot-cold,0.375,65536,0.5804404574067589,2.220446049250313e-14
0,1.07,hot-cold,0.375,131072,0.5804404574067589,2.220446049250313e-14
0,1.07,hot-cold,0.5,1024,0.8045151813841016,0.0
0,1.07,hot-cold,0.5,4096,0.8045151813841016,0.0
0,1.07,hot-cold,0.5,16384,0.8045151813841016,0.0
0,1.07,hot-cold,0.5,65536,0.8045151813841016,0.0
0,1.07,hot-cold,0.5,131072,0.8045151813841016,0.0
0,1.07,hot-cold,0.625,1024,0.9701028187979747,0.0
0,1.07,hot-cold,0.625,4096,0.9701028187979747,0.0
0,1.07,hot-cold,0.625,16384,0.9701028187979747,0.0
0,1.07,hot-cold,0.625,65536,0.9701028187979747,0.0
0,1.07,hot-cold,0.625,131072,0.9701028187979747,0.0
0,1.07,hot-cold,0.75,1024,1.1249549119394355,0.028926815157670482
0,1.07,hot-cold,0.75,4096,1.1249549119394355,0.028926815157670482
0,1.07,hot-cold,0.75,16384,1.124629592416029,0.0
0,1.07,hot-cold,0.75,65536,1.124629592416029,0.0
0,1.07,hot-cold,0.75,131072,1.124629592416029,0.0
0,1.07,hot-cold,0.875,1024,1.327954294545048,0.17177914110428905
0,1.07,hot-cold,0.875,4096,1.325677057881203,0.0
0,1.07,hot-cold,0.875,16384,1.325677057881203,0.0
0,1.07,hot-cold,0.875,65536,1.325677057881203,0.0
0,1.07,hot-cold,0.875,131072,1.325677057881203,0.0
0,1.25,random,0.125,1024,0.22479571468322476,2.220446049250313e-14
0,1.25,random,0.125,4096,0.22479571468322476,2.220446049250313e-14
0,1.25,random,0.125,16384,0.22479571468322476,2.220446049250313e-14
0,1.25,random,0.125,65536,0.22479571468322476,2.220446049250313e-14
0,1.25,random,0.125,131072,0.22479571468322476,2.220446049250313e-14
0,1.25,random,0.25,1024,0.5193052683433151,20.12918323272195
0,1.25,random,0.25,4096,0.5193052683433151,20.12918323272195
0,1.25,random,0.25,16384,0.4322890195110074,2.220446049250313e-14
0,1.25,random,0.25,65536,0.4322890195110074,2.220446049250313e-14
0,1.25,random,0.25,131072,0.4322890195110074,2.220446049250313e-14
0,1.25,random,0.375,1024,0.6317803150088366,2.220446049250313e-14
0,1.25,random,0.375,4096,0.6317803150088366,2.220446049250313e-14
0,1.25,random,0.375,16384,0.6317803150088366,2.220446049250313e-14
0,1.25,random,0.375,65536,0.6317803150088366,2.220446049250313e-14
0,1.25,random,0.375,131072,0.6317803150088366,2.220446049250313e-14
0,1.25,random,0.5,1024,0.8383381553211107,0.25367828560616257
0,1.25,random,0.5,4096,0.8362168547400566,2.220446049250313e-14
0,1.25,random,0.5,16384,0.8362168547400566,2.220446049250313e-14
0,1.25,random,0.5,65536,0.8362168547400566,2.220446049250313e-14
0,1.25,random,0.5,131072,0.8362168547400566,2.220446049250313e-14
0,1.25,random,0.625,1024,1.0365366438157455,4.630221026560477
0,1.25,random,0.625,4096,0.9906665910154389,2.220446049250313e-14
0,1.25,random,0.625,16384,0.9906665910154389,2.220446049250313e-14
