n,trial,spatial_mode,budget_index,row_budget_fraction,row_budget,method,method_label,importance,two_line_ms,two_line_efficiency,exact_importance,exact_two_line_ms,exact_efficiency,optimality_ratio,optimality_gap_pct,row_match,fallback_used,error
18,1,hot-cold,1,0.5,9,rho4_mu32,Exp24 rho4/mu32,0.9999997740851807,0.04684601137052594,21.346529722151534,0.9999997740851807,0.04684601137052594,21.346529722151534,1.0,0.0,True,False,
18,1,hot-cold,2,0.75,14,top_r,Top-R,1.0000000209365938,0.09240350808968441,10.822100173578043,1.0000000202558803,0.07287157324304035,13.722772485241851,0.7886234494681498,21.13765505318502,True,False,
18,1,hot-cold,2,0.75,14,rho2_mu4,Exp24 rho2/mu4,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0,0.0,True,False,
18,1,hot-cold,2,0.75,14,rho2_mu8,Exp24 rho2/mu8,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0,0.0,True,False,
18,1,hot-cold,2,0.75,14,rho2_mu16,Exp24 rho2/mu16,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0,0.0,True,False,
18,1,hot-cold,2,0.75,14,rho3_mu8,Exp24 rho3/mu8,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0,0.0,True,False,
18,1,hot-cold,2,0.75,14,rho3_mu16,Exp24 rho3/mu16,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0,0.0,True,False,
18,1,hot-cold,2,0.75,14,rho4_mu16,Exp24 rho4/mu16,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0,0.0,True,False,
18,1,hot-cold,2,0.75,14,rho4_mu32,Exp24 rho4/mu32,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0000000202558803,0.07287157324304035,13.722772485241851,1.0,0.0,True,False,
18,2,random,0,0.25,4,top_r,Top-R,0.9999999779142765,0.04880370230714579,20.49024829347542,0.9999978572390146,0.026642468538838122,37.533979097367244,0.5459119652707611,45.408803472923886,True,False,
18,2,random,0,0.25,4,rho2_mu4,Exp24 rho2/mu4,0.9999978572390146,0.026642468538838122,37.533979097367244,0.9999978572390146,0.026642468538838122,37.533979097367244,1.0,0.0,True,False,
18,2,random,0,0.25,4,rho2_mu8,Exp24 rho2/mu8,0.9999978572390146,0.026642468538838122,37.533979097367244,0.9999978572390146,0.026642468538838122,37.533979097367244,1.0,0.0,True,False,
18,2,random,0,0.25,4,rho2_mu16,Exp24 rho2/mu16,0.9999978572390146,0.026642468538838122,37.533979097367244,0.9999978572390146,0.026642468538838122,37.533979097367244,1.0,0.0,True,False,
