trial,target_cv,spatial_mode,coverage_target,target_importance,cover_importance,cover_rows,cover_chunks,cover_aff_ms,cover_runtime_ms,cover_build_ms
1,1.25,local,0.1,0.1,0.1003899525852749,97,2,0.04573498216746969,19.07278,15912.906293
1,1.25,local,0.3,0.3,0.30003853375503864,419,6,0.1685229975231153,13.136812,15912.906293
1,1.25,local,0.5,0.5,0.5000199745677234,1133,7,0.35421988668716264,8.30093,15912.906293
1,1.25,local,0.7,0.7,0.7000019008347904,2268,6,0.6209220314081608,7.464636,15912.906293
1,1.25,local,0.9,0.9,0.9001765130883932,3658,6,0.9610164917111427,11.274149,15912.906293
1,1.25,local,0.95,0.95,0.9500562708650169,4114,5,1.0615861626582381,5.845068,15912.906293
1,1.25,local,0.99,0.99,0.9900068223574642,4615,3,1.1621652001031304,13.559051,15912.906293
1,1.25,hot-cold,0.1,0.1,0.10003552595681478,175,1,0.05381853369404218,8.678837,13359.407008
1,1.25,hot-cold,0.3,0.3,0.30025773078643014,589,1,0.15511285496413893,8.250726,13359.407008
1,1.25,hot-cold,0.5,0.5,0.5002756145221606,1154,1,0.29335268954772503,9.860316,13359.407008
1,1.25,hot-cold,0.7,0.7,0.7005782950620143,1950,1,0.4881118193327419,7.829779,13359.407008
1,1.25,hot-cold,0.9,0.9,0.9000524103207063,3357,1,0.8323657082869113,6.491567,13359.407008
1,1.25,hot-cold,0.95,0.95,0.9500447531493942,3958,1,0.9794137447200709,6.290902,13359.407008
1,1.25,hot-cold,0.99,0.99,0.9900383946971617,4644,1,1.1472589244091684,5.580614,13359.407008
1,1.44,random,0.1,0.1,0.10024879182339884,320,2,0.10029689918010633,8.46115,14044.427063
1,1.44,random,0.3,0.3,0.3001686678470054,1224,3,0.3324815203280145,8.352306,14044.427063
1,1.44,random,0.5,0.5,0.5000537640163684,2190,3,0.5688349366249068,8.161729,14044.427063
1,1.44,random,0.7,0.7,0.7000547311716159,3204,3,0.816932622054564,7.87262,14044.427063
1,1.44,random,0.9,0.9,0.9000318048114259,4268,2,1.0662630353500142,8.117968,14044.427063
1,1.44,random,0.95,0.95,0.9513963436233146,4589,1,1.1338019493612088,7.88896,14044.427063
1,1.44,random,0.99,0.99,0.9903642304325765,4799,1,1.185183126817055,5.432176,14044.427063
1,1.44,local,0.1,0.1,0.10009472056282982,94,1,0.03400007953250152,11.49932,13833.036631
1,1.44,local,0.3,0.3,0.3000934207569048,456,5,0.16657498583211783,12.367764,13833.036631
1,1.44,local,0.5,0.5,0.5000982779063415,1098,7,0.3456563571111883,15.148343,13833.036631
1,1.44,local,0.7,0.7,0.7000607701140407,1984,8,0.5734368773343096,13.990288,13833.036631
1,1.44,local,0.9,0.9,0.9000895454395362,3344,7,0.895190283615143,9.533595,13833.036631
1,1.44,local,0.95,0.95,0.950072657867376,3886,7,1.0278026559059459,5.793662,13833.036631
1,1.44,local,0.99,0.99,0.9900223419277782,4583,3,1.1543356873479538,5.67472,13833.036631
1,1.44,hot-cold,0.1,0.1,0.10086236705840211,161,1,0.05039312186365243,8.790325,14292.856646
1,1.44,hot-cold,0.3,0.3,0.30052897157938985,556,1,0.1470386699353631,8.330315,14292.856646
1,1.44,hot-cold,0.5,0.5,0.5003228606894135,1043,1,0.2661940671782063,8.374908,14292.856646
1,1.44,hot-cold,0.7,0.7,0.7001858404590754,1861,1,0.4663359869824071,8.261146,14292.856646
1,1.44,hot-cold,0.9,0.9,0.9000117212068873,3251,1,0.8064304472853888,7.044461,14292.856646
1,1.44,hot-cold,0.95,0.95,0.9501002866655235,3900,1,0.9652227528513134,6.360943,14292.856646
1,1.44,hot-cold,0.99,0.99,0.9901726141768805,4624,1,1.142365478937183,6.035945,14292.856646
