method,method_label,budget_index,budget_fraction,cases,actual_total_ms,selector_ms,nonselector_ms,relative_l2_error,cosine_error,importance_retention,selected_fraction,row_match_rate,fallback_rate,cell_count,length_factor
c8_l1,C8 · 1s,10,0.6,189,0.7582421900545107,0.12379710582010581,0.6344450842344048,0.3770038552690672,0.08619819652466543,0.6622112636212949,0.6001498457487062,1.0,0.0,8.0,1.0
c8_l1,C8 · 1s,11,0.65,189,0.7959610454767021,0.12440857142857141,0.6715524740481308,0.34389166507337776,0.07195456002755135,0.7074078305688485,0.6498501542512938,1.0,0.0,8.0,1.0
c8_l1,C8 · 1s,12,0.7,189,0.8502439869121587,0.1302894259259259,0.7199545609862329,0.30523271522874,0.05771686002690951,0.7542649655745773,0.6999906040466426,1.0,0.0,8.0,1.0
c8_l1,C8 · 1s,13,0.75,189,0.8530705740342177,0.11239467989417987,0.7406758941400379,0.27386532862616514,0.0474721578063157,0.7968574901106497,0.75,1.0,0.0,8.0,1.0
c8_l1,C8 · 1s,14,0.8,189,0.9265742971351238,0.12999323809523808,0.7965810590398857,0.23536442754366407,0.03551074342122149,0.8421490356404945,0.8000093959533574,1.0,0.0,8.0,1.0
c8_l1,C8 · 1s,15,0.85,189,0.9849642197279207,0.13813750793650792,0.8468267117914128,0.20041715576579525,0.026179009644442718,0.883669789506014,0.8501498457487062,1.0,0.0,8.0,1.0
c8_l1,C8 · 1s,16,0.9,189,1.0403029687645915,0.13711367989417989,0.9031892888704116,0.16084859397129286,0.017227443122359135,0.9240404931956498,0.8998501542512938,1.0,0.0,8.0,1.0
c8_l1,C8 · 1s,17,0.95,189,1.0733324366667192,0.1357802037037037,0.9375522329630154,0.10842902977364478,0.008027154301840117,0.9634215396548075,0.9499906040466426,1.0,0.0,8.0,1.0
c8_l2,C8 · 2s,0,0.1,189,0.30843784648751044,0.09255917724867724,0.21587866923883317,0.7781093393664353,0.39034580900555566,0.14049779686820565,0.10014984574870615,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,1,0.15,189,0.34829534918629895,0.0953949312169312,0.2529004179693678,0.7256060620405214,0.32618055993287015,0.19679163080989995,0.1498501542512938,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,2,0.2,189,0.39384199196499897,0.09657507407407405,0.2972669178909249,0.6835488232848033,0.28337984772586317,0.2511401833207519,0.19999060404664257,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,3,0.25,189,0.42729218786355966,0.09503809788359788,0.3322540899799617,0.6395313087358045,0.24454715106853098,0.30458615428556207,0.25,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,4,0.3,189,0.4750400505078602,0.10002430423280421,0.37501574627505596,0.5944263533289943,0.210032961986683,0.35876166189789144,0.3000093959533574,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,5,0.35,189,0.5302444204453945,0.10391960846560845,0.42632481197978606,0.5553869900919458,0.1828585859959718,0.4117871913960371,0.3501498457487061,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,6,0.4,189,0.5704598067461757,0.10234847354497353,0.46811133320120213,0.5235352912158878,0.16093809610952142,0.46140338693346294,0.3998501542512938,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,7,0.45,189,0.6054305050780678,0.10683921957671957,0.4985912855013483,0.484271256538926,0.1387953398719666,0.5110764580744284,0.4499906040466426,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,8,0.5,189,0.6298773807321125,0.10227845767195765,0.5275989230601548,0.4558098186497335,0.12170305706205818,0.55605469210438,0.5,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,9,0.55,189,0.699881285565223,0.11419215873015871,0.5856891268350642,0.41782301964445245,0.10359298552154861,0.6064725726369827,0.5500093959533574,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,10,0.6,189,0.7456292857714204,0.11053926984126983,0.6350900159301506,0.38674578384530767,0.09020555555505093,0.6531436667240486,0.6001498457487062,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,11,0.65,189,0.790037381111162,0.11460342328042328,0.6754339578307388,0.35021831023275224,0.07439877431859411,0.7013699737175432,0.6498501542512938,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,12,0.7,189,0.8368913310978933,0.12089862698412698,0.7159927041137663,0.3170752252708312,0.06120822070136899,0.7462390604473296,0.6999906040466426,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,13,0.75,189,0.8446029366967215,0.10893136243386242,0.735671574262859,0.28414078201931064,0.050027623063042,0.7909661714362088,0.75,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,14,0.8,189,0.9197988709133096,0.11664097354497353,0.8031578973683361,0.24607061650653284,0.037764933058824446,0.8362662328614129,0.8000093959533574,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,15,0.85,189,0.9766193678650603,0.12081413227513227,0.8558052355899282,0.20785997430522918,0.027562739672484175,0.8797059178983093,0.8501498457487062,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,16,0.9,189,1.024142706560017,0.11792751587301586,0.9062151906870011,0.16845033561352576,0.018418587389446392,0.9209322087348454,0.8998501542512938,1.0,0.0,8.0,2.0
c8_l2,C8 · 2s,17,0.95,189,1.0500392066945676,0.11939664550264548,0.9306425611919221,0.11421619457003002,0.00874800309933047,0.9617069798802572,0.9499906040466426,1.0,0.0,8.0,2.0
c8_l3,C8 · 3s,0,0.1,189,0.3043936163271101,0.08943347883597882,0.21496013749113124,0.7876255227124722,0.40447130058177566,0.13813052149046032,0.10014984574870615,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,1,0.15,189,0.3499430793483125,0.0916855767195767,0.25825750262873576,0.7376129168859392,0.3351909108262844,0.19250760239268103,0.1498501542512938,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,2,0.2,189,0.39352999728821664,0.09503437301587299,0.2984956242723436,0.6895913924509413,0.286152786678738,0.24856566373633326,0.19999060404664257,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,3,0.25,189,0.4282123121170628,0.09732723280423279,0.33088507931283,0.6442773987061132,0.24634767587853484,0.30173825366156437,0.25,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,4,0.3,189,0.48283721185196044,0.09751180158730158,0.3853254102646588,0.6038938019937151,0.21363128398461312,0.35405291325200805,0.3000093959533574,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,5,0.35,189,0.5270319867520427,0.09920141005291004,0.4278305766991326,0.5710827546026657,0.1897422734391752,0.40514105936837574,0.3501498457487061,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,6,0.4,189,0.5689797725616781,0.10104642328042326,0.46793334928125485,0.5340796285875575,0.1651256406117999,0.45511919780383037,0.3998501542512938,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,7,0.45,189,0.5975612671407858,0.09948423015873015,0.4980770369820557,0.49806064670836486,0.14480870110648014,0.5033482592257242,0.4499906040466426,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,8,0.5,189,0.6371642194077493,0.10520498412698412,0.531959235280765,0.46571779487625004,0.1278381962624807,0.5498773402007169,0.5,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,9,0.55,189,0.694023203898445,0.10755288359788358,0.5864703203005615,0.42819905074599085,0.10779833667492737,0.6006571644197696,0.5500093959533574,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,10,0.6,189,0.7423101321737946,0.10648003174603174,0.6358301004277628,0.398308716206836,0.0942455309408682,0.6464581117428169,0.6001498457487062,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,11,0.65,189,0.787959566197998,0.10651404497354496,0.681445521224453,0.36007123673088337,0.07812457393716878,0.6939900602613177,0.6498501542512938,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,12,0.7,189,0.8356708072649389,0.11215477248677248,0.7235160347781663,0.3255880613042603,0.06464202347255883,0.7400186430840265,0.6999906040466426,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,13,0.75,189,0.839204991815006,0.10332338888888887,0.735881602926117,0.29142158682256064,0.052771899750623706,0.7846617563060982,0.75,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,14,0.8,189,0.9129906483992486,0.11229231481481479,0.8006983335844339,0.2520784962449282,0.04043897339906637,0.8312518987706099,0.8000093959533574,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,15,0.85,189,0.9758681827493414,0.11600395502645502,0.8598642277228864,0.2183307302701804,0.030689228464055893,0.8738605020538209,0.8501498457487062,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,16,0.9,189,0.9989479181105932,0.11239289417989418,0.8865550239306991,0.1756939088159472,0.02043116029608182,0.9174588593856368,0.8998501542512938,1.0,0.0,8.0,3.0
c8_l3,C8 · 3s,17,0.95,189,1.0595892382923828,0.11323580687830687,0.946353431414076,0.1167383656538924,0.00904631614685054,0.9601240646902216,0.9499906040466426,1.0,0.0,8.0,3.0
c8_l4,C8 · 4s,0,0.1,189,0.30775848138713485,0.08566948941798941,0.22208899196914547,0.7947141626189468,0.41141257998804565,0.1360763148971335,0.10014984574870615,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,1,0.15,189,0.3523728517791726,0.09079245238095236,0.26158039939822025,0.7406332455476914,0.33906833583084994,0.1915346275246332,0.1498501542512938,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,2,0.2,189,0.39285871957867324,0.09167973544973544,0.3011789841289378,0.7009543506182218,0.2948627263780624,0.24538569712134262,0.19999060404664257,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,3,0.25,189,0.4392428648490587,0.09458519047619046,0.3446576743728682,0.6543542054831666,0.2539178643907819,0.29898065486282266,0.25,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,4,0.3,189,0.4863417092851224,0.09733959523809523,0.3890021140470271,0.6096051432212036,0.21783124612121982,0.3530322113049724,0.3000093959533574,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,5,0.35,189,0.5285232274208311,0.09856355555555554,0.4299596718652756,0.5778011375515865,0.194825253789387,0.40334270823569524,0.3501498457487061,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,6,0.4,189,0.5765062590334002,0.09751960582010581,0.4789866532132944,0.5423550661948938,0.1692061477868014,0.45243932535408665,0.3998501542512938,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,7,0.45,189,0.6102630394847756,0.10011102910052908,0.5101520103842464,0.5053735500763333,0.1464785599203967,0.5011996614239204,0.4499906040466426,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,8,0.5,189,0.6405558780265482,0.09856727248677247,0.5419886055397757,0.47653910773929464,0.1299683085825077,0.5468553468663856,0.5,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,9,0.55,189,0.7070603649788515,0.10307668253968252,0.6039836824391689,0.43884609307029415,0.11011861934863697,0.5971021841442774,0.5500093959533574,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,10,0.6,189,0.7444206956304501,0.10473780687830686,0.6396828887521432,0.40802536978233583,0.09619015549856515,0.6433686222979631,0.6001498457487062,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,11,0.65,189,0.7982274685694124,0.10533130687830687,0.6928961616911056,0.36771413971665046,0.07960101946321109,0.6907556981005997,0.6498501542512938,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,12,0.7,189,0.8267136326159854,0.1069047857142857,0.7198088469016997,0.33354292291822646,0.06585323242914104,0.7367698871900165,0.6999906040466426,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,13,0.75,189,0.8567331773390776,0.1056131746031746,0.751120002735903,0.29901030514556814,0.054215366878206724,0.7819916265351432,0.75,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,14,0.8,189,0.9046339792950955,0.10694974338624337,0.797684235908852,0.2575717779842239,0.04126792767691229,0.8290387937631557,0.8000093959533574,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,15,0.85,189,0.9688285922402203,0.10920293915343914,0.8596256530867812,0.22359438868554887,0.03155863221990994,0.8719322466976428,0.8501498457487062,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,16,0.9,189,1.008904542507272,0.10890873280423279,0.899995809703039,0.1830133519458175,0.021633884578785526,0.9144388828328047,0.8998501542512938,1.0,0.0,8.0,4.0
c8_l4,C8 · 4s,17,0.95,189,1.0362843885304545,0.11010055026455025,0.926183838265904,0.12257683412640022,0.010029489085787774,0.9583788693897308,0.9499906040466426,1.0,0.0,8.0,4.0
paper,Paper,0,0.1,189,0.528325624332029,0.2908079470899471,0.23751767724208192,0.7183071054005749,0.3366793113410788,0.16132307099917575,0.09651415851926895,0.5714285714285714,0.0,,
paper,Paper,1,0.15,189,0.5766750368858525,0.2915887619047619,0.28508627498109057,0.6665883669876075,0.2801467274862622,0.22064042414622329,0.14876618672289488,0.5238095238095238,0.0,,
paper,Paper,2,0.2,189,0.614424634914689,0.2976173492063492,0.3168072857083397,0.6280965101190661,0.24810947911449208,0.2748080776639716,0.19717734881033752,0.6666666666666666,0.0,,
paper,Paper,3,0.25,189,0.6603001057841705,0.29555490740740736,0.36474519837676306,0.5815292873947078,0.21054106099264958,0.3322546425319853,0.2499608395989975,0.9523809523809523,0.0,,
paper,Paper,4,0.3,189,0.7054760662265269,0.30306876984126985,0.402407296385257,0.548415205781422,0.18644053311575023,0.38300107175080234,0.2982324927578687,0.6666666666666666,0.0,,
paper,Paper,5,0.35,189,0.7468053385161325,0.3086338835978836,0.4381714549182489,0.510802703411885,0.1624531853135931,0.43368031833537674,0.34647499811826643,0.5238095238095238,0.0,,
paper,Paper,6,0.4,189,0.7751553969614159,0.3043751216931217,0.4707802752682942,0.47238317254201445,0.1394320899847323,0.4870171923801382,0.3987857669233961,0.5238095238095238,0.0,,
paper,Paper,7,0.45,189,0.8193746322111863,0.30696378042328043,0.5124108517879058,0.4451630905112892,0.12305137057783738,0.5327523390136698,0.44713818840933506,0.6666666666666666,0.0,,
paper,Paper,8,0.5,189,0.8448409417795864,0.3052609312169312,0.5395800105626551,0.4138078459947513,0.10745297064856874,0.581167476833182,0.49998041979949875,0.9523809523809523,0.0,,
paper,Paper,9,0.55,189,0.9100629259056152,0.32104865343915345,0.5890142724664618,0.3798140349191806,0.09171561557779863,0.6269513302379184,0.5481933323568662,0.6666666666666666,0.0,,
paper,Paper,10,0.6,189,0.9674676612232935,0.32789809788359786,0.6395695633396957,0.3540717818128763,0.08016890791988873,0.6691939341958868,0.5964945783187677,0.5238095238095238,0.0,,
paper,Paper,11,0.65,189,1.0080141511368619,0.3278246296296296,0.6801895215072323,0.32310674008888696,0.06666940955257916,0.7155648223937504,0.6488053471238974,0.5714285714285714,0.0,,
paper,Paper,12,0.7,189,1.0460283229814704,0.32237094179894177,0.7236573811825286,0.2939420915873987,0.05547855045429609,0.757969564546353,0.6971577686098364,0.6666666666666666,0.0,,
paper,Paper,13,0.75,189,1.1053015318766704,0.33837279894179895,0.7669287329348714,0.25661335332151597,0.043054050869411845,0.8027556585887122,0.75,1.0,0.0,,
paper,Paper,14,0.8,189,1.161560497504411,0.35059471428571426,0.8109657832186966,0.2238820696473811,0.03314786865597675,0.8438678071612403,0.7982129125573674,0.6666666666666666,0.0,,
paper,Paper,15,0.85,189,1.2171819951300207,0.3564847063492063,0.8606972887808144,0.1927976546754873,0.025194071903430554,0.881920819560056,0.8465141585192689,0.5714285714285714,0.0,,
paper,Paper,16,0.9,189,1.2798653121953727,0.3684647592592592,0.9114005529361133,0.1504729148838176,0.015254045605028702,0.9246951023106853,0.898766186722895,0.5238095238095238,0.0,,
paper,Paper,17,0.95,189,1.3221201588476668,0.37735506084656084,0.9447650980011058,0.10231865124645141,0.007264797334317764,0.9621348081442415,0.9471773488103374,0.6666666666666666,0.0,,
