model,prompt,situation,policy,mode,budget_index,budget_fraction,target,logit_relative_l2_error,logit_cosine_error,dense_to_sparse_kl,top1_agreement,dense_nll,sparse_nll,nll_delta,projection_calls,selected_fraction_mean,search_attempts_mean,feasible_rate,fallback_calls
smol360,test_long_structured,long,adaptive_t0.75,adaptive,0,,0.75,0.7033702731132507,0.2621925473213196,3.3641533851623535,0.236994206905365,4.5072455406188965,7.172451972961426,2.6652064323425293,224,0.8823660714285715,1.0,1.0,0
smol360,test_long_structured,long,adaptive_t0.8,adaptive,0,,0.8,0.6268291473388672,0.17412221431732178,1.3097327947616577,0.46820807456970215,4.5072455406188965,5.2084784507751465,0.70123291015625,224,0.912723214285714,1.0,1.0,0
smol360,test_long_structured,long,adaptive_t0.85,adaptive,0,,0.85,0.48987048864364624,0.10857605934143066,0.8599034547805786,0.5549132823944092,4.5072455406188965,5.001269340515137,0.49402379989624023,224,0.9321428571428569,1.0,1.0,0
smol360,test_long_structured,long,adaptive_t0.9,adaptive,0,,0.9,0.43182453513145447,0.08610540628433228,0.6255066394805908,0.589595377445221,4.5072455406188965,4.792258262634277,0.28501272201538086,224,0.9493303571428571,1.0,1.0,0
smol360,test_long_structured,long,adaptive_t0.925,adaptive,0,,0.925,0.419129341840744,0.08275467157363892,0.5963959097862244,0.6127167344093323,4.5072455406188965,4.722562313079834,0.2153167724609375,224,0.9497767857142855,1.0,1.0,0
smol360,test_long_structured,long,adaptive_t0.95,adaptive,0,,0.95,0.4170195460319519,0.08238005638122559,0.5814448595046997,0.5953757166862488,4.5072455406188965,4.721830368041992,0.2145848274230957,224,0.9499999999999998,1.0,1.0,0
smol360,test_long_structured,long,adaptive_calibrated,adaptive_calibrated,0,,0.0,1.528974175453186,0.9765746593475342,7.592198371887207,0.011560693383216858,4.5072455406188965,11.372428894042969,6.865183353424072,224,0.5526785714285714,1.2232142857142858,1.0,0
tiny11,test_short_korean,short,paper_r10,paper,0,0.1,,1.2184169292449951,1.0215044021606445,11.324609756469727,0.0,1.5688916444778442,12.600632667541504,11.03174114227295,154,0.09810014204545454,1.0,1.0,0
tiny11,test_short_korean,short,paper_r15,paper,1,0.15,,1.203705906867981,0.9766126275062561,11.469514846801758,0.0,1.5688916444778442,12.46452522277832,10.895633697509766,154,0.14933796672077923,1.0,1.0,0
tiny11,test_short_korean,short,paper_r20,paper,2,0.2,,1.125982403755188,0.7944044470787048,10.769906997680664,0.0,1.5688916444778442,12.01132583618164,10.442434310913086,154,0.19876217532467533,1.0,1.0,0
tiny11,test_short_korean,short,paper_r25,paper,3,0.25,,1.1193711757659912,0.8469656705856323,10.781023025512695,0.0,1.5688916444778442,11.669533729553223,10.100642204284668,154,0.25,1.0,1.0,0
tiny11,test_short_korean,short,paper_r30,paper,4,0.3,,1.127518892288208,0.8756966590881348,10.127689361572266,0.0,1.5688916444778442,11.244340896606445,9.67544937133789,154,0.2990056818181818,1.0,1.0,0
tiny11,test_short_korean,short,paper_r35,paper,5,0.35,,1.2276794910430908,1.028124451637268,10.720669746398926,0.0,1.5688916444778442,11.864005088806152,10.295113563537598,154,0.34810014204545453,1.0,1.0,0
tiny11,test_short_korean,short,paper_r40,paper,6,0.4,,1.0829901695251465,0.7588313221931458,10.439065933227539,0.0,1.5688916444778442,11.449686050415039,9.880794525146484,154,0.3993379667207792,1.0,1.0,0
tiny11,test_short_korean,short,paper_r45,paper,7,0.45,,1.2173335552215576,0.643113911151886,11.125389099121094,0.0,1.5688916444778442,12.411736488342285,10.84284496307373,154,0.44876217532467544,1.0,1.0,0
tiny11,test_short_korean,short,paper_r50,paper,8,0.5,,1.1358997821807861,0.6792001724243164,10.305603981018066,0.0,1.5688916444778442,11.15735912322998,9.588467597961426,154,0.5,1.0,1.0,0
tiny11,test_short_korean,short,paper_r55,paper,9,0.55,,1.1409165859222412,0.6079568862915039,9.864985466003418,0.0,1.5688916444778442,10.992302894592285,9.42341136932373,154,0.5490056818181818,1.0,1.0,0
tiny11,test_short_korean,short,paper_r60,paper,10,0.6,,1.0463014841079712,0.537624716758728,7.5099287033081055,0.05797101557254791,1.5688916444778442,8.542740821838379,6.973849296569824,154,0.5981001420454546,1.0,1.0,0
tiny11,test_short_korean,short,paper_r65,paper,11,0.65,,1.049668312072754,0.5969942808151245,7.519664764404297,0.0,1.5688916444778442,8.629859924316406,7.060968399047852,154,0.6493379667207793,1.0,1.0,0
tiny11,test_short_korean,short,paper_r70,paper,12,0.7,,0.9267629981040955,0.5027692914009094,3.831552743911743,0.260869562625885,1.5688916444778442,4.819401741027832,3.2505102157592773,154,0.6987621753246754,1.0,1.0,0
tiny11,test_short_korean,short,paper_r75,paper,13,0.75,,0.8906086087226868,0.4776390790939331,3.687162160873413,0.2753623127937317,1.5688916444778442,4.662595748901367,3.0937042236328125,154,0.75,1.0,1.0,0
tiny11,test_short_korean,short,paper_r80,paper,14,0.8,,0.7895964980125427,0.3417835235595703,2.5710396766662598,0.3188405930995941,1.5688916444778442,3.6413590908050537,2.07246732711792,154,0.7990056818181818,1.0,1.0,0
tiny11,test_short_korean,short,paper_r85,paper,15,0.85,,0.6304344534873962,0.20212161540985107,1.3895647525787354,0.4637681245803833,1.5688916444778442,2.570042133331299,1.0011504888534546,154,0.8481001420454546,1.0,1.0,0
tiny11,test_short_korean,short,paper_r90,paper,16,0.9,,0.5262008905410767,0.14419490098953247,0.8769300580024719,0.5507246255874634,1.5688916444778442,2.0953731536865234,0.5264815092086792,154,0.8993379667207794,1.0,1.0,0
tiny11,test_short_korean,short,paper_r95,paper,17,0.95,,0.3984908163547516,0.08036655187606812,0.29850128293037415,0.7536231875419617,1.5688916444778442,1.6474676132202148,0.0785759687423706,154,0.9487621753246753,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r10,cell8,0,0.1,,1.1835500001907349,0.979670524597168,11.16347599029541,0.0,1.5688916444778442,12.306158065795898,10.737266540527344,154,0.1000786323051948,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r15,cell8,1,0.15,,1.138558268547058,0.8581488132476807,11.109823226928711,0.0,1.5688916444778442,12.210183143615723,10.641291618347168,154,0.14992136769480519,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r20,cell8,2,0.2,,1.1394610404968262,0.8741388916969299,10.920169830322266,0.0,1.5688916444778442,12.071651458740234,10.50275993347168,154,0.2001572646103896,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r25,cell8,3,0.25,,1.1704003810882568,0.9228367209434509,10.186918258666992,0.0,1.5688916444778442,11.374551773071289,9.805660247802734,154,0.25,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r30,cell8,4,0.3,,1.1632808446884155,0.9316577315330505,11.022819519042969,0.0,1.5688916444778442,12.102029800415039,10.533138275146484,154,0.29984273538961037,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r35,cell8,5,0.35,,1.2333542108535767,0.6093145608901978,10.371708869934082,0.0,1.5688916444778442,11.138097763061523,9.569206237792969,154,0.35007863230519487,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r40,cell8,6,0.4,,1.1221048831939697,0.745468258857727,10.980148315429688,0.0,1.5688916444778442,11.968033790588379,10.399142265319824,154,0.39992136769480513,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r45,cell8,7,0.45,,1.128337025642395,0.8538062572479248,10.139354705810547,0.0,1.5688916444778442,11.291946411132812,9.723054885864258,154,0.4501572646103897,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r50,cell8,8,0.5,,1.1058541536331177,0.6518505811691284,11.328606605529785,0.0,1.5688916444778442,12.239029884338379,10.670138359069824,154,0.5,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r55,cell8,9,0.55,,1.1262164115905762,0.6435470581054688,10.66923999786377,0.0,1.5688916444778442,11.678564071655273,10.109672546386719,154,0.5498427353896103,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r60,cell8,10,0.6,,1.1013414859771729,0.7080289125442505,8.424968719482422,0.028985507786273956,1.5688916444778442,9.551924705505371,7.983033180236816,154,0.6000786323051948,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r65,cell8,11,0.65,,1.0711345672607422,0.7414257526397705,6.595253944396973,0.028985507786273956,1.5688916444778442,7.848496437072754,6.279604911804199,154,0.6499213676948052,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r70,cell8,12,0.7,,0.9228799939155579,0.4975985884666443,3.8284966945648193,0.18840579688549042,1.5688916444778442,4.986748218536377,3.4178566932678223,154,0.7001572646103897,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r75,cell8,13,0.75,,0.8739182353019714,0.4481234550476074,3.5784192085266113,0.260869562625885,1.5688916444778442,4.676652908325195,3.1077613830566406,154,0.75,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r80,cell8,14,0.8,,0.7740006446838379,0.34232211112976074,2.466254472732544,0.37681159377098083,1.5688916444778442,3.516827344894409,1.947935700416565,154,0.7998427353896103,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r85,cell8,15,0.85,,0.6472157835960388,0.21673649549484253,1.3084925413131714,0.43478262424468994,1.5688916444778442,2.395338773727417,0.8264471292495728,154,0.8500786323051948,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r90,cell8,16,0.9,,0.5209944248199463,0.13909238576889038,0.8260686993598938,0.5362318754196167,1.5688916444778442,1.9050557613372803,0.33616411685943604,154,0.8999213676948052,1.0,1.0,0
tiny11,test_short_korean,short,cell8_r95,cell8,17,0.95,,0.3658600449562073,0.06761133670806885,0.3062446713447571,0.695652186870575,1.5688916444778442,1.6051133871078491,0.03622174263000488,154,0.9501572646103896,1.0,1.0,0
tiny11,test_short_korean,short,adaptive_t0.5,adaptive,0,,0.5,1.0773712396621704,0.6003448963165283,9.056442260742188,0.15942029654979706,1.5688916444778442,10.061968803405762,8.493077278137207,154,0.5159827078106553,1.1688311688311688,1.0,0
tiny11,test_short_korean,short,adaptive_t0.55,adaptive,0,,0.55,1.0570472478866577,0.737023115158081,7.385138988494873,0.014492753893136978,1.5688916444778442,8.529501914978027,6.960610389709473,154,0.59091485574085,1.0974025974025974,1.0,0
tiny11,test_short_korean,short,adaptive_t0.6,adaptive,0,,0.6,0.9936014413833618,0.5776500701904297,5.523217678070068,0.14492753148078918,1.5688916444778442,6.603409290313721,5.034517765045166,154,0.6808058773612752,1.051948051948052,1.0,0
tiny11,test_short_korean,short,adaptive_t0.65,adaptive,0,,0.65,0.9645064473152161,0.5786420106887817,3.995912551879883,0.2028985619544983,1.5688916444778442,5.190569877624512,3.621678352355957,154,0.7581615605630165,1.0,1.0,0
tiny11,test_short_korean,short,adaptive_t0.7,adaptive,0,,0.7,0.8711733818054199,0.40992850065231323,4.192134380340576,0.260869562625885,1.5688916444778442,5.080944061279297,3.512052536010742,154,0.8237659224653187,1.0194805194805194,1.0,0
tiny11,test_short_korean,short,adaptive_t0.75,adaptive,0,,0.75,0.7279689311981201,0.29250824451446533,2.157073974609375,0.43478262424468994,1.5688916444778442,3.1483235359191895,1.5794318914413452,154,0.8646601977567886,1.0,1.0,0
tiny11,test_short_korean,short,adaptive_t0.8,adaptive,0,,0.8,0.5651957392692566,0.16649359464645386,0.9734288454055786,0.5072463750839233,1.5688916444778442,2.160938024520874,0.5920463800430298,154,0.9085576621531876,1.0,1.0,0
tiny11,test_short_korean,short,adaptive_t0.85,adaptive,0,,0.85,0.46210941672325134,0.10856688022613525,0.5223644375801086,0.6666666865348816,1.5688916444778442,1.6828943490982056,0.11400270462036133,154,0.9270028178497638,1.0,1.0,0
tiny11,test_short_korean,short,adaptive_t0.9,adaptive,0,,0.9,0.3692944347858429,0.06851857900619507,0.23463241755962372,0.7246376872062683,1.5688916444778442,1.5517359972000122,-0.01715564727783203,154,0.9469009993912337,1.0,1.0,0
tiny11,test_short_korean,short,adaptive_t0.925,adaptive,0,,0.925,0.3659381866455078,0.06711900234222412,0.3274730145931244,0.7536231875419617,1.5688916444778442,1.530120611190796,-0.03877103328704834,154,0.9488541243912337,1.0,1.0,0
tiny11,test_short_korean,short,adaptive_t0.95,adaptive,0,,0.95,0.3604358434677124,0.06478387117385864,0.33407583832740784,0.7101449370384216,1.5688916444778442,1.6389408111572266,0.07004916667938232,154,0.9498306868912337,1.0,1.0,0
tiny11,test_short_korean,short,adaptive_calibrated,adaptive_calibrated,0,,0.0,1.1910550594329834,0.6034433841705322,9.860300064086914,0.0,1.5688916444778442,10.771676063537598,9.202784538269043,154,0.5253664127066116,1.1493506493506493,1.0,0
tiny11,test_medium_code,medium,paper_r10,paper,0,0.1,,1.1605702638626099,1.1696029901504517,11.268827438354492,0.0,2.891526460647583,12.880002975463867,9.988476753234863,154,0.09810014204545454,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r15,paper,1,0.15,,1.1337546110153198,1.0897186994552612,11.183502197265625,0.0,2.891526460647583,12.84976577758789,9.958239555358887,154,0.14933796672077923,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r20,paper,2,0.2,,1.180232048034668,1.186029314994812,11.350790023803711,0.0,2.891526460647583,12.951972007751465,10.060445785522461,154,0.19876217532467533,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r25,paper,3,0.25,,1.0786514282226562,0.9512853026390076,10.721832275390625,0.0,2.891526460647583,12.420312881469727,9.528786659240723,154,0.25,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r30,paper,4,0.3,,1.0640461444854736,0.9051464200019836,10.308550834655762,0.0,2.891526460647583,11.912445068359375,9.020918846130371,154,0.2990056818181818,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r35,paper,5,0.35,,0.8434788584709167,0.458901584148407,8.441452980041504,0.0,2.891526460647583,10.260453224182129,7.368927001953125,154,0.34810014204545453,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r40,paper,6,0.4,,0.9779626727104187,0.7194385528564453,9.752684593200684,0.0,2.891526460647583,11.411599159240723,8.520072937011719,154,0.3993379667207792,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r45,paper,7,0.45,,0.741165816783905,0.26692330837249756,8.18857479095459,0.014084506779909134,2.891526460647583,10.456808090209961,7.565281867980957,154,0.44876217532467544,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r50,paper,8,0.5,,0.7494696378707886,0.2803667187690735,8.022196769714355,0.014084506779909134,2.891526460647583,9.805267333984375,6.913741111755371,154,0.5,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r55,paper,9,0.55,,0.6885931491851807,0.271176815032959,6.157280445098877,0.0845070406794548,2.891526460647583,8.030964851379395,5.139438629150391,154,0.5490056818181818,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r60,paper,10,0.6,,0.660630464553833,0.242417573928833,5.719803810119629,0.056338027119636536,2.891526460647583,7.67340087890625,4.781874656677246,154,0.5981001420454546,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r65,paper,11,0.65,,0.6412394046783447,0.23224514722824097,4.925336837768555,0.09859155118465424,2.891526460647583,6.941110134124756,4.049583435058594,154,0.6493379667207793,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r70,paper,12,0.7,,0.6067694425582886,0.1998969316482544,4.262688636779785,0.11267605423927307,2.891526460647583,6.366116046905518,3.4745895862579346,154,0.6987621753246754,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r75,paper,13,0.75,,0.5514310598373413,0.16531944274902344,2.8292906284332275,0.3661971688270569,2.891526460647583,4.994406223297119,2.102879762649536,154,0.75,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r80,paper,14,0.8,,0.5137926936149597,0.1401122808456421,1.9481570720672607,0.4647887349128723,2.891526460647583,4.124007225036621,1.232480764389038,154,0.7990056818181818,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r85,paper,15,0.85,,0.43662387132644653,0.09484905004501343,1.1183933019638062,0.6056337952613831,2.891526460647583,3.624183416366577,0.7326569557189941,154,0.8481001420454546,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r90,paper,16,0.9,,0.34370025992393494,0.05587714910507202,0.5314967036247253,0.7323943376541138,2.891526460647583,3.174915075302124,0.283388614654541,154,0.8993379667207794,1.0,1.0,0
tiny11,test_medium_code,medium,paper_r95,paper,17,0.95,,0.22509461641311646,0.025165975093841553,0.22292523086071014,0.8309859037399292,2.891526460647583,2.9269614219665527,0.03543496131896973,154,0.9487621753246753,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r10,cell8,0,0.1,,1.0646494626998901,0.9125328660011292,10.37997817993164,0.0,2.891526460647583,12.154871940612793,9.263345718383789,154,0.1000786323051948,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r15,cell8,1,0.15,,1.084603190422058,0.9610928297042847,11.031866073608398,0.0,2.891526460647583,12.582180976867676,9.690654754638672,154,0.14992136769480519,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r20,cell8,2,0.2,,1.0736554861068726,0.9280095100402832,10.43298625946045,0.0,2.891526460647583,12.250861167907715,9.359334945678711,154,0.2001572646103896,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r25,cell8,3,0.25,,0.9432862401008606,0.6386291980743408,9.374175071716309,0.0,2.891526460647583,11.095316886901855,8.203790664672852,154,0.25,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r30,cell8,4,0.3,,0.9080798625946045,0.5717340707778931,8.590010643005371,0.0,2.891526460647583,10.23250961303711,7.3409833908081055,154,0.29984273538961037,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r35,cell8,5,0.35,,0.9039621949195862,0.5620273947715759,8.824317932128906,0.0,2.891526460647583,10.621922492980957,7.730396270751953,154,0.35007863230519487,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r40,cell8,6,0.4,,0.7492753863334656,0.33150094747543335,7.600162982940674,0.014084506779909134,2.891526460647583,9.482625007629395,6.591098785400391,154,0.39992136769480513,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r45,cell8,7,0.45,,0.9363273978233337,0.5917940139770508,9.148274421691895,0.0,2.891526460647583,10.635177612304688,7.743651390075684,154,0.4501572646103897,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r50,cell8,8,0.5,,0.7696642279624939,0.2371959686279297,7.057587623596191,0.056338027119636536,2.891526460647583,9.027933120727539,6.136406898498535,154,0.5,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r55,cell8,9,0.55,,0.7124969363212585,0.29042500257492065,6.699291706085205,0.014084506779909134,2.891526460647583,8.552424430847168,5.660898208618164,154,0.5498427353896103,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r60,cell8,10,0.6,,0.6988439559936523,0.2712835669517517,6.573512077331543,0.0422535203397274,2.891526460647583,8.134839057922363,5.243312835693359,154,0.6000786323051948,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r65,cell8,11,0.65,,0.6813814640045166,0.2612924575805664,5.5659332275390625,0.07042253017425537,2.891526460647583,7.6034722328186035,4.711945533752441,154,0.6499213676948052,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r70,cell8,12,0.7,,0.6170904636383057,0.20909982919692993,3.8766796588897705,0.1690140813589096,2.891526460647583,5.9363298416137695,3.0448033809661865,154,0.7001572646103897,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r75,cell8,13,0.75,,0.5998595356941223,0.19137537479400635,3.7275760173797607,0.2112676054239273,2.891526460647583,5.868154525756836,2.976628065109253,154,0.75,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r80,cell8,14,0.8,,0.6736814379692078,0.2569235563278198,4.0395307540893555,0.2816901206970215,2.891526460647583,6.091737747192383,3.2002112865448,154,0.7998427353896103,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r85,cell8,15,0.85,,0.3919034004211426,0.0756940245628357,0.805345356464386,0.6338028311729431,2.891526460647583,3.408320903778076,0.5167944431304932,154,0.8500786323051948,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r90,cell8,16,0.9,,0.3154156804084778,0.049232304096221924,0.43324849009513855,0.7042253613471985,2.891526460647583,2.9337520599365234,0.04222559928894043,154,0.8999213676948052,1.0,1.0,0
tiny11,test_medium_code,medium,cell8_r95,cell8,17,0.95,,0.2024535983800888,0.020134150981903076,0.1600940078496933,0.8591549396514893,2.891526460647583,2.913058042526245,0.02153158187866211,154,0.9501572646103896,1.0,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.5,adaptive,0,,0.5,0.809833288192749,0.41323304176330566,7.135351657867432,0.028169013559818268,2.891526460647583,9.001065254211426,6.109539031982422,154,0.5136998344340319,1.155844155844156,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.55,adaptive,0,,0.55,0.6781681776046753,0.26507437229156494,5.537125587463379,0.056338027119636536,2.891526460647583,7.545734405517578,4.654208183288574,154,0.5996719234245866,1.0649350649350648,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.6,adaptive,0,,0.6,0.7131651043891907,0.2949288487434387,6.1692280769348145,0.0422535203397274,2.891526460647583,8.055964469909668,5.164438247680664,154,0.6622849141270661,1.0844155844155845,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.65,adaptive,0,,0.65,0.5996960997581482,0.1981743574142456,3.5015742778778076,0.26760563254356384,2.891526460647583,5.710141658782959,2.818615198135376,154,0.7870646975538665,1.0,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.7,adaptive,0,,0.7,0.45329925417900085,0.10436636209487915,1.4476133584976196,0.563380241394043,2.891526460647583,3.8009133338928223,0.9093868732452393,154,0.850721122804752,1.0,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.75,adaptive,0,,0.75,0.4210960566997528,0.08989650011062622,1.2230123281478882,0.591549277305603,2.891526460647583,3.6441171169281006,0.7525906562805176,154,0.8857516994724026,1.0,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.8,adaptive,0,,0.8,0.318246990442276,0.04999375343322754,0.4945211708545685,0.7042253613471985,2.891526460647583,2.8733460903167725,-0.018180370330810547,154,0.9124509412817295,1.0,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.85,adaptive,0,,0.85,0.2623072564601898,0.0330776572227478,0.33116450905799866,0.7323943376541138,2.891526460647583,2.795623302459717,-0.09590315818786621,154,0.9283059580689197,1.0,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.9,adaptive,0,,0.9,0.20961198210716248,0.02164769172668457,0.17595650255680084,0.7605633735656738,2.891526460647583,2.9368560314178467,0.04532957077026367,154,0.9472275771103896,1.0,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.925,adaptive,0,,0.925,0.2006923407316208,0.01998382806777954,0.16874505579471588,0.8169013857841492,2.891526460647583,2.934256076812744,0.04272961616516113,154,0.9491807021103896,1.0,1.0,0
tiny11,test_medium_code,medium,adaptive_t0.95,adaptive,0,,0.95,0.19713877141475677,0.019249677658081055,0.16737179458141327,0.8309859037399292,2.891526460647583,2.912827491760254,0.0213010311126709,154,0.9498306868912337,1.0,1.0,0
tiny11,test_medium_code,medium,adaptive_calibrated,adaptive_calibrated,0,,0.0,0.7270125150680542,0.3107185959815979,7.471550464630127,0.028169013559818268,2.891526460647583,9.412201881408691,6.5206756591796875,154,0.5185641994724026,1.2337662337662338,1.0,0
tiny11,test_long_structured,long,paper_r10,paper,0,0.1,,1.0111502408981323,0.8559671640396118,9.014455795288086,0.0,3.7254116535186768,11.706576347351074,7.981164932250977,154,0.09810014204545454,1.0,1.0,0
tiny11,test_long_structured,long,paper_r15,paper,1,0.15,,1.0605807304382324,0.9286922812461853,9.141352653503418,0.0,3.7254116535186768,11.825486183166504,8.100074768066406,154,0.14933796672077923,1.0,1.0,0
tiny11,test_long_structured,long,paper_r20,paper,2,0.2,,1.0205570459365845,0.8296306729316711,8.968421936035156,0.0,3.7254116535186768,11.64555549621582,7.920144081115723,154,0.19876217532467533,1.0,1.0,0
tiny11,test_long_structured,long,paper_r25,paper,3,0.25,,0.7879961729049683,0.38259750604629517,6.618337154388428,0.033519551157951355,3.7254116535186768,9.476602554321289,5.751191139221191,154,0.25,1.0,1.0,0
tiny11,test_long_structured,long,paper_r30,paper,4,0.3,,0.8692808151245117,0.5052322745323181,8.249013900756836,0.0,3.7254116535186768,10.806522369384766,7.081110954284668,154,0.2990056818181818,1.0,1.0,0
tiny11,test_long_structured,long,paper_r35,paper,5,0.35,,1.1509300470352173,1.1513476371765137,9.615242004394531,0.0,3.7254116535186768,12.24886703491211,8.523455619812012,154,0.34810014204545453,1.0,1.0,0
tiny11,test_long_structured,long,paper_r40,paper,6,0.4,,0.6117326617240906,0.200933575630188,7.3897175788879395,0.05586592108011246,3.7254116535186768,10.276888847351074,6.551477432250977,154,0.3993379667207792,1.0,1.0,0
tiny11,test_long_structured,long,paper_r45,paper,7,0.45,,0.7151222229003906,0.20745563507080078,9.003360748291016,0.044692736119031906,3.7254116535186768,11.961941719055176,8.236530303955078,154,0.44876217532467544,1.0,1.0,0
tiny11,test_long_structured,long,paper_r50,paper,8,0.5,,0.6264262795448303,0.21930760145187378,6.297571659088135,0.05027932673692703,3.7254116535186768,9.047591209411621,5.322179794311523,154,0.5,1.0,1.0,0
tiny11,test_long_structured,long,paper_r55,paper,9,0.55,,0.6066224575042725,0.2015010118484497,5.872454643249512,0.06703910231590271,3.7254116535186768,8.811366081237793,5.085954666137695,154,0.5490056818181818,1.0,1.0,0
tiny11,test_long_structured,long,paper_r60,paper,10,0.6,,0.6633183360099792,0.25058257579803467,5.467555046081543,0.033519551157951355,3.7254116535186768,8.314342498779297,4.588931083679199,154,0.5981001420454546,1.0,1.0,0
tiny11,test_long_structured,long,paper_r65,paper,11,0.65,,0.6686962842941284,0.2478846311569214,4.603632926940918,0.08379887789487839,3.7254116535186768,7.401419162750244,3.6760075092315674,154,0.6493379667207793,1.0,1.0,0
tiny11,test_long_structured,long,paper_r70,paper,12,0.7,,0.5705670714378357,0.17670637369155884,3.9807910919189453,0.11731842905282974,3.7254116535186768,6.9177632331848145,3.1923515796661377,154,0.6987621753246754,1.0,1.0,0
tiny11,test_long_structured,long,paper_r75,paper,13,0.75,,0.5046935677528381,0.136555016040802,3.2318060398101807,0.20670390129089355,3.7254116535186768,6.120761871337891,2.395350217819214,154,0.75,1.0,1.0,0
tiny11,test_long_structured,long,paper_r80,paper,14,0.8,,0.8051874041557312,0.4039289951324463,7.3983283042907715,0.011173184029757977,3.7254116535186768,10.214295387268066,6.488883972167969,154,0.7990056818181818,1.0,1.0,0
tiny11,test_long_structured,long,paper_r85,paper,15,0.85,,0.3700508177280426,0.07089757919311523,1.433590292930603,0.4581005573272705,3.7254116535186768,4.6352338790893555,0.9098222255706787,154,0.8481001420454546,1.0,1.0,0
tiny11,test_long_structured,long,paper_r90,paper,16,0.9,,0.2765139043331146,0.03885751962661743,0.681762158870697,0.6312848925590515,3.7254116535186768,4.1069464683532715,0.3815348148345947,154,0.8993379667207794,1.0,1.0,0
tiny11,test_long_structured,long,paper_r95,paper,17,0.95,,0.18338710069656372,0.016894996166229248,0.22979795932769775,0.7653630971908569,3.7254116535186768,3.790050745010376,0.06463909149169922,154,0.9487621753246753,1.0,1.0,0
tiny11,test_long_structured,long,cell8_r10,cell8,0,0.1,,1.109086513519287,1.0772857666015625,9.58736515045166,0.0,3.7254116535186768,12.098551750183105,8.373140335083008,154,0.1000786323051948,1.0,1.0,0
tiny11,test_long_structured,long,cell8_r15,cell8,1,0.15,,0.9576449990272522,0.6760774850845337,9.093927383422852,0.0,3.7254116535186768,11.593461990356445,7.868050575256348,154,0.14992136769480519,1.0,1.0,0
tiny11,test_long_structured,long,cell8_r20,cell8,2,0.2,,1.0603083372116089,0.9766451716423035,9.218360900878906,0.0,3.7254116535186768,11.655577659606934,7.930166244506836,154,0.2001572646103896,1.0,1.0,0
