n,trial,spatial_mode,budget_index,row_budget_fraction,row_budget,method,method_label,two_line_efficiency,exact_efficiency,optimality_ratio,optimality_gap_pct,row_match,fallback_used,error
18,3,local,0,0.25,4,legacy_rho2_mu4,Exp24 rho2/mu4,37.897636717926076,37.897636717926076,1.0,0.0,True,False,
18,3,local,0,0.25,4,frontier16_trim64,Frontier16 + adaptive trim64,37.897636717926076,37.897636717926076,1.0,0.0,True,False,
18,3,local,0,0.25,4,frontier16_trim256,Frontier16 + adaptive trim256,37.897636717926076,37.897636717926076,1.0,0.0,True,False,
18,3,local,0,0.25,4,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,37.897636717926076,37.897636717926076,1.0,0.0,True,False,
18,3,local,1,0.5,9,top_r,Top-R,22.792816877237712,22.792816877237712,1.0,0.0,True,False,
18,3,local,1,0.5,9,legacy_rho2_mu4,Exp24 rho2/mu4,22.792816877237712,22.792816877237712,1.0,0.0,True,False,
18,3,local,1,0.5,9,frontier16_trim64,Frontier16 + adaptive trim64,22.792816877237712,22.792816877237712,1.0,0.0,True,False,
18,3,local,1,0.5,9,frontier16_trim256,Frontier16 + adaptive trim256,22.792816877237712,22.792816877237712,1.0,0.0,True,False,
18,3,local,1,0.5,9,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,22.792816877237712,22.792816877237712,1.0,0.0,True,False,
18,3,local,2,0.75,14,top_r,Top-R,12.565544618167008,14.65264965877779,0.8575612541612578,14.243874583874216,True,False,
18,3,local,2,0.75,14,legacy_rho2_mu4,Exp24 rho2/mu4,14.65264965877779,14.65264965877779,1.0,0.0,True,False,
18,3,local,2,0.75,14,frontier16_trim64,Frontier16 + adaptive trim64,14.65264965877779,14.65264965877779,1.0,0.0,True,False,
18,3,local,2,0.75,14,frontier16_trim256,Frontier16 + adaptive trim256,14.65264965877779,14.65264965877779,1.0,0.0,True,False,
18,3,local,2,0.75,14,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,14.65264965877779,14.65264965877779,1.0,0.0,True,False,
