trial,target_cv,spatial_mode,q,budget_rows,target_importance,paper_aff_ms,paper_runtime_ms,paper_gap_pct,quant_aff_ms,quant_solve_ms,quant_single_query_ms,quant_gap_pct,paper_extra_vs_quant_pct
4,1.25,local,512,224,0.9647678797487437,0.06432070846321736,0.653271,47.601572883115864,0.044136502295899736,0.106599,79.367017,1.2833551757211348,45.73132241426554
4,1.25,local,32,32,0.37836628333105293,0.026475778917013068,0.88858,28.224646643471306,0.02190627858030915,0.073427,6.350987,6.094133775554322,20.859318117187176
4,1.25,local,32,64,0.5457119268012028,0.030949786205685385,0.530392,28.19212366283834,0.025121971319042383,0.071092,6.348652,4.053670438388157,23.198079532180405
4,1.25,local,32,96,0.5460324571119212,0.02442290768018733,0.495305,1.1581915538251941,0.025121971319042383,0.064731,6.342291,4.053670438388157,-2.7826782778195613
4,1.25,local,32,128,0.6997916325960305,0.028896914968859648,0.48721,0.0,0.046792944123548924,0.018254,6.295814,61.93058731001104,-38.24514462573205
4,1.25,local,32,160,0.869451096480647,0.04437180807170234,0.514872,12.667788246027989,0.046792944123548924,0.015839,6.293399,18.81547651609965,-5.174147720763167
4,1.25,local,32,192,0.9193154645205733,0.04884581536037466,0.56232,19.775922998444063,0.046792944123548924,0.015639,6.293199,14.742031243875653,4.387138435669868
4,1.25,local,32,224,0.9647678797487437,0.06432070846321736,0.653271,47.601572883115864,0.046792944123548924,0.015589,6.2931490000000005,7.379292260396486,37.458135340638776
4,1.25,local,8,32,0.37836628333105293,0.026475778917013068,0.88858,28.224646643471306,0.046792944123548924,0.017082,2.632679,126.62255733651762,-43.41929234649521
4,1.25,local,8,64,0.5457119268012028,0.030949786205685385,0.530392,28.19212366283834,0.046792944123548924,0.014357,2.629954,93.81351585984021,-33.8580061900622
4,1.25,local,8,96,0.5460324571119212,0.02442290768018733,0.495305,1.1581915538251941,0.046792944123548924,0.012764,2.6283610000000004,93.81351585984021,-47.806430782165066
4,1.25,local,8,128,0.6997916325960305,0.028896914968859648,0.48721,0.0,0.046792944123548924,0.012343,2.62794,61.93058731001104,-38.24514462573205
4,1.25,local,8,160,0.869451096480647,0.04437180807170234,0.514872,12.667788246027989,0.046792944123548924,0.012093,2.6276900000000003,18.81547651609965,-5.174147720763167
4,1.25,local,8,192,0.9193154645205733,0.04884581536037466,0.56232,19.775922998444063,0.046792944123548924,0.012603,2.6282,14.742031243875653,4.387138435669868
4,1.25,local,8,224,0.9647678797487437,0.06432070846321736,0.653271,47.601572883115864,0.046792944123548924,0.012042,2.6276390000000003,7.379292260396486,37.458135340638776
4,1.25,local,256,32,0.37836628333105293,0.026475778917013068,0.88858,28.224646643471306,0.020647964030370062,0.107521,45.020790999999996,0.0,28.224646643471306
4,1.25,local,256,64,0.5457119268012028,0.030949786205685385,0.530392,28.19212366283834,0.02428309495241632,0.100558,45.013828,0.5790957769125971,27.45404268415006
4,1.25,local,256,96,0.5460324571119212,0.02442290768018733,0.495305,1.1581915538251941,0.02428309495241632,0.098304,45.011573999999996,0.5790957769125971,0.5757615659988113
4,1.25,local,256,128,0.6997916325960305,0.028896914968859648,0.48721,0.0,0.030994105885424797,0.0963,45.00957,7.257490700391922,-6.766418506530847
4,1.25,local,256,160,0.869451096480647,0.04437180807170234,0.514872,12.667788246027989,0.0393828695516854,0.093214,45.006484,0.0,12.667788246027989
4,1.25,local,256,192,0.9193154645205733,0.04884581536037466,0.56232,19.775922998444063,0.0407809968293955,0.091471,45.004740999999996,0.0,19.775922998444063
4,1.25,local,256,224,0.9647678797487437,0.06432070846321736,0.653271,47.601572883115864,0.044416127751441756,0.090609,45.003879,1.925032763581691,44.81385865774734
4,1.25,hot-cold,512,32,0.3153532358567624,0.015474893102842693,0.924027,1.8402140852826099,0.015195267647300673,0.148107,100.399497,0.0,1.8402140852826099
4,1.25,hot-cold,512,64,0.5485673479350712,0.019948900391515013,0.517948,0.0,0.019948900391515013,0.134942,100.386332,0.0,0.0
4,1.25,hot-cold,512,96,0.6783727535347426,0.02442290768018733,0.486309,0.0,0.02456272040795834,0.126817,100.378207,0.5724655295013426,-0.5692070155458473
