trial,target_cv,spatial_mode,budget_fraction,budget_rows,target_importance,method,chunk_rows,is_saturated
0,1.07,local,0.5,2432,0.750318882730123,paper,78,False
0,1.07,local,0.5,2432,0.750318882730123,paper,42,False
0,1.07,local,0.5,2432,0.750318882730123,paper,270,True
0,1.07,local,0.5,2432,0.750318882730123,paper,84,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,6,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,78,False
0,1.07,local,0.5,2432,0.750318882730123,paper,108,False
0,1.07,local,0.5,2432,0.750318882730123,paper,30,False
0,1.07,local,0.5,2432,0.750318882730123,paper,84,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,120,False
0,1.07,local,0.5,2432,0.750318882730123,paper,78,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,paper,210,True
0,1.07,local,0.5,2432,0.750318882730123,paper,84,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
0,1.07,local,0.5,2432,0.750318882730123,global_chain,157,True
0,1.07,local,0.5,2432,0.750318882730123,global_chain,157,True
0,1.07,local,0.5,2432,0.750318882730123,global_chain,215,True
0,1.07,local,0.5,2432,0.750318882730123,global_chain,215,True
0,1.07,local,0.5,2432,0.750318882730123,global_chain,111,False
0,1.07,local,0.5,2432,0.750318882730123,global_chain,120,False
0,1.07,local,0.5,2432,0.750318882730123,global_chain,183,True
0,1.07,local,0.5,2432,0.750318882730123,global_chain,131,False
0,1.07,local,0.5,2432,0.750318882730123,global_chain,50,False
0,1.07,local,0.5,2432,0.750318882730123,global_chain,197,True
0,1.07,local,0.5,2432,0.750318882730123,global_chain,134,False
0,1.07,local,0.5,2432,0.750318882730123,global_chain,201,True
0,1.07,local,0.5,2432,0.750318882730123,global_chain,230,True
0,1.07,local,0.5,2432,0.750318882730123,global_chain,46,False
0,1.07,local,0.5,2432,0.750318882730123,global_chain,152,True
0,1.07,local,0.5,2432,0.750318882730123,global_chain,103,False
0,1.07,local,0.5,2432,0.750318882730123,global_chain,73,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,144,True
0,1.07,local,0.625,3040,0.8362503954496652,paper,60,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,96,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,42,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,78,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,42,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,270,True
0,1.07,local,0.625,3040,0.8362503954496652,paper,84,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,54,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,174,True
0,1.07,local,0.625,3040,0.8362503954496652,paper,78,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,108,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,30,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,84,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,102,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,108,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,120,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,78,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,54,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,66,False
0,1.07,local,0.625,3040,0.8362503954496652,paper,210,True
0,1.07,local,0.625,3040,0.8362503954496652,paper,138,True
0,1.07,local,0.625,3040,0.8362503954496652,paper,156,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,161,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,157,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,215,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,235,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,129,False
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,190,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,204,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,132,False
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,76,False
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,84,False
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,100,False
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,111,False
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,178,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,211,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,230,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,150,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,152,True
0,1.07,local,0.625,3040,0.8362503954496652,global_chain,251,True
0,1.07,local,0.75,3648,0.9022125503297092,paper,198,True
0,1.07,local,0.75,3648,0.9022125503297092,paper,60,False
0,1.07,local,0.75,3648,0.9022125503297092,paper,96,False
0,1.07,local,0.75,3648,0.9022125503297092,paper,42,False
0,1.07,local,0.75,3648,0.9022125503297092,paper,66,False
0,1.07,local,0.75,3648,0.9022125503297092,paper,78,False
0,1.07,local,0.75,3648,0.9022125503297092,paper,114,False
0,1.07,local,0.75,3648,0.9022125503297092,paper,270,True
