model,shape,family,budget_index,calibrated_nonselector_ms,calibrated_selector_ms,calibration_candidates
qwen05,896x896,raw,17,0.36351463885411617,0.11090452777777775,18
smol360,2560x960,bound,0,0.19886383328055668,0.12720733333333334,9
smol360,2560x960,bound,1,0.22668133327051665,0.11102438888888888,9
smol360,2560x960,bound,2,0.25813016660477056,0.10855705555555556,9
smol360,2560x960,bound,3,0.3340934999549454,0.10917483333333333,9
smol360,2560x960,bound,4,0.3807432773750821,0.1272018888888889,9
smol360,2560x960,bound,5,0.4235511672281755,0.11316288888888887,9
smol360,2560x960,bound,6,0.4327830001575814,0.12371738888888888,9
smol360,2560x960,bound,7,0.47049138878352115,0.11473016666666663,9
smol360,2560x960,bound,8,0.4771347225860158,0.12058399999999997,9
smol360,2560x960,bound,9,0.48907466624573204,0.12104966666666667,9
smol360,2560x960,bound,10,0.510524722240203,0.11347499999999999,9
smol360,2560x960,bound,11,0.575029556108892,0.12149122222222222,9
smol360,2560x960,bound,12,0.6097995563229919,0.11888233333333334,9
smol360,2560x960,bound,13,0.6264265005928742,0.1290131111111111,9
smol360,2560x960,bound,14,0.664391445187423,0.12810299999999997,9
smol360,2560x960,bound,15,0.7047742779177096,0.13482216666666666,9
smol360,2560x960,bound,16,0.7527489447688129,0.1312037222222222,9
smol360,2560x960,bound,17,0.7547066677157613,0.14137011111111109,9
smol360,2560x960,diag,0,0.20463938862099906,0.1357666111111111,9
smol360,2560x960,diag,1,0.2381399998164044,0.11850216666666664,9
smol360,2560x960,diag,2,0.2728702780009442,0.11586777777777775,9
smol360,2560x960,diag,3,0.35234622253408693,0.11437383333333331,9
smol360,2560x960,diag,4,0.3928960000641875,0.10963444444444442,9
smol360,2560x960,diag,5,0.4021606117305888,0.10757961111111111,9
smol360,2560x960,diag,6,0.41482672220332756,0.11191283333333331,9
smol360,2560x960,diag,7,0.45728966672785415,0.11658527777777777,9
smol360,2560x960,diag,8,0.46487350012395123,0.1198169444444444,9
smol360,2560x960,diag,9,0.49025055571161374,0.1107487222222222,9
smol360,2560x960,diag,10,0.518543110894574,0.10851255555555553,9
smol360,2560x960,diag,11,0.5461763333391216,0.13195516666666665,9
smol360,2560x960,diag,12,0.5778216123625834,0.1202355,9
smol360,2560x960,diag,13,0.600740222156518,0.12103505555555555,9
