trial,target_cv,spatial_mode,actual_cv,lag1_corr,first_half_mass,pareto_peak_states
15,4.55,random,4.550000000000002,0.018059263631087653,0.7502526925403806,199
15,4.55,local,4.550000000000002,0.3734989533166358,0.12045065821576667,155
15,4.55,hot-cold,4.550000000000001,0.14843078556431075,0.9186429278518145,194
15,9.19,random,9.189999999999998,-0.010497795715284048,0.3335075800524934,35
15,9.19,local,9.190000000000001,0.42802437576780045,0.052273325501581556,36
15,9.19,hot-cold,9.189999999999998,0.056990417685766175,0.9743590097123617,56
16,1.07,random,1.0700000000000003,0.03984425231972996,0.4817960939437435,291
16,1.07,local,1.0700000000000003,0.7322084265948594,0.599401988955543,294
16,1.07,hot-cold,1.0700000000000003,0.3658070581366735,0.7686438758061283,308
16,1.25,random,1.25,-0.018728365729752283,0.5225585681075392,314
16,1.25,local,1.2500000000000002,0.5194366870376727,0.4506678412951966,296
16,1.25,hot-cold,1.25,0.17475560849502172,0.7442314857967668,340
16,1.44,random,1.4400000000000004,-0.01920913681633526,0.4283426875097519,260
16,1.44,local,1.4400000000000006,0.7100657392687546,0.38001932344050215,262
16,1.44,hot-cold,1.44,0.2801152062313653,0.8193039346685177,283
16,2.48,random,2.4799999999999995,0.0009007631745348405,0.5175420267701435,191
16,2.48,local,2.4799999999999995,0.6906021746923203,0.3947637084013341,186
16,2.48,hot-cold,2.4799999999999995,0.18446628998237835,0.9245551361409468,206
16,3.3,random,3.3000000000000007,-0.025841755957981237,0.56080513141663,193
16,3.3,local,3.3000000000000007,0.4452363839702442,0.47359789828137416,212
16,3.3,hot-cold,3.3000000000000003,0.211575124154331,0.8950669248838858,214
16,4.55,random,4.549999999999999,-0.03500394698986152,0.56126351906417,126
16,4.55,local,4.55,0.34305697255804884,0.9714794814726577,103
16,4.55,hot-cold,4.549999999999999,0.03219675642947567,0.9813820193580866,136
16,9.19,random,9.19,-0.011884429776664939,0.4141080122729229,31
16,9.19,local,9.19,0.012567534797101298,0.15743568993388835,54
16,9.19,hot-cold,9.190000000000001,0.07293227767146206,0.9995374190794059,34
17,1.07,random,1.07,0.07710261117962515,0.48124616932161707,275
17,1.07,local,1.07,0.9166789761299534,0.6822525949116298,297
17,1.07,hot-cold,1.07,0.4054633296060672,0.7652992385621897,304
17,1.25,random,1.25,0.005155604421227064,0.5621714766603032,306
17,1.25,local,1.25,0.5547994586073375,0.37104353815832547,294
17,1.25,hot-cold,1.2500000000000002,0.2062144118349867,0.7579994764601409,329
17,1.44,random,1.44,-0.041054793447263815,0.5228498485134118,252
17,1.44,local,1.44,0.7686080509780556,0.5699225533620481,285
17,1.44,hot-cold,1.4399999999999997,0.45255521620223665,0.8117333545653893,282
17,2.48,random,2.480000000000001,0.03015504665023224,0.6151887962867332,200
17,2.48,local,2.480000000000001,0.4672692155792613,0.563409215419263,216
17,2.48,hot-cold,2.4800000000000004,0.11833723416594027,0.8760414755630954,238
17,3.3,random,3.2999999999999985,-0.04541686905073444,0.44299866155721107,148
17,3.3,local,3.299999999999999,0.7029119080669604,0.11045899148059157,140
17,3.3,hot-cold,3.2999999999999994,0.06480511047417796,0.8383794512812083,199
17,4.55,random,4.549999999999999,0.192279340098308,0.6188272724170838,160
