trial,target_cv,spatial_mode,budget_fraction,target_importance,method,method_label,selected_rows,selected_fraction,importance,two_line_ms,released_ms,chunks,meets_target
0,1.07,local,0.25,0.5073519103616267,paper,Paper greedy,1212,0.24917763157894737,0.5073519103616267,0.4771806060506848,0.459844181426454,16,True
0,1.07,local,0.25,0.5073519103616267,quant,"Quant q=131,072",1305,0.2682976973684211,0.5222962129807641,0.4549667227103561,0.4612673023989853,11,True
0,1.07,local,0.25,0.5073519103616267,global_supported,Two-line supported,1305,0.2682976973684211,0.5222962129807641,0.4549667227103561,0.4612673023989853,11,True
0,1.07,local,0.25,0.5073519103616267,lookup_supported,Lookup supported,1200,0.24671052631578946,0.5080592825045205,0.4426055303309369,0.4308992277819577,13,True
0,1.07,local,0.25,0.5073519103616267,exact_coverage,Exact global coverage,1263,0.2596628289473684,0.5074045208044574,0.4361386084168753,0.4429583755111562,10,True
0,1.07,local,0.375,0.6466288026345968,paper,Paper greedy,1824,0.375,0.6466288026345968,0.7043063589510127,0.6817711625916881,23,True
0,1.07,local,0.375,0.6466288026345968,quant,"Quant q=131,072",1892,0.38898026315789475,0.6518540396842716,0.6347547625328602,0.6440472405739159,13,True
0,1.07,local,0.375,0.6466288026345968,global_supported,Two-line supported,1892,0.38898026315789475,0.6518540396842716,0.6347547625328602,0.6440472405739159,13,True
0,1.07,local,0.375,0.6466288026345968,lookup_supported,Lookup supported,1819,0.37397203947368424,0.6517970142268905,0.6450229921232139,0.6335303832961868,17,True
0,1.07,local,0.375,0.6466288026345968,exact_coverage,Exact global coverage,1867,0.38384046052631576,0.6466668256550607,0.6273612647694173,0.6366553669773115,13,True
0,1.07,local,0.5,0.750318882730123,paper,Paper greedy,2430,0.4995888157894737,0.750318882730123,0.9302314229742344,0.9005114572358678,29,True
0,1.07,local,0.5,0.750318882730123,quant,"Quant q=131,072",2475,0.5088404605263158,0.7635350776807982,0.8307075813842184,0.8419762555621775,17,True
0,1.07,local,0.5,0.750318882730123,global_supported,Two-line supported,2475,0.5088404605263158,0.7635350776807982,0.8307075813842184,0.8419762555621775,17,True
0,1.07,local,0.5,0.750318882730123,lookup_supported,Lookup supported,2430,0.4995888157894737,0.7588659513816982,0.8290973180231014,0.824667038071203,19,True
0,1.07,local,0.5,0.750318882730123,exact_coverage,Exact global coverage,2389,0.49115953947368424,0.7503303037664697,0.8048664077451171,0.8121524206056762,17,True
0,1.07,local,0.625,0.8362503954496652,paper,Paper greedy,3036,0.6241776315789473,0.8362503954496652,1.1271168194430103,1.1022596069017343,33,True
0,1.07,local,0.625,0.8362503954496652,quant,"Quant q=131,072",2966,0.6097861842105263,0.83625884306243,0.9794527540255384,0.9967483816602346,18,True
0,1.07,local,0.625,0.8362503954496652,global_supported,Two-line supported,2966,0.6097861842105263,0.83625884306243,0.9794527540255384,0.9967483816602346,18,True
0,1.07,local,0.625,0.8362503954496652,lookup_supported,Lookup supported,2942,0.6048519736842105,0.8365315142202506,0.9853197874447576,0.9900236483336928,21,True
0,1.07,local,0.625,0.8362503954496652,exact_coverage,Exact global coverage,2966,0.6097861842105263,0.83625884306243,0.9794527540255384,0.9967483816602346,18,True
0,1.07,local,0.75,0.9022125503297092,paper,Paper greedy,3648,0.75,0.9022125503297092,1.3062578670229772,1.2913712534287631,33,True
0,1.07,local,0.75,0.9022125503297092,quant,"Quant q=131,072",3514,0.7224506578947368,0.90697742668912,1.1550985539305985,1.1758229788232029,21,True
