trial,target_cv,spatial_mode,budget_fraction,target_importance,paper_r,cell1_fixed_r,cell1_bound_r,exact_r,cell1_fixed_importance_change_pct,cell1_fixed_two_line_saving_pct,cell1_bound_two_line_saving_pct,exact_two_line_saving_pct,exact_headroom_vs_cell1_bound_pct,cell1_bound_released_saving_pct,exact_released_saving_pct
0,1.44,local,0.125,0.3744512654998465,0.1245888157894736,0.125,0.1800986842105263,0.1334292763157894,-21.13926017099692,21.45446271533027,-12.376916134999894,8.212666074385455,18.321896451270124,-18.09611665273332,6.273099484915945
0,1.44,local,0.25,0.5718958625914803,0.2491776315789473,0.25,0.3499177631578947,0.2660361842105263,-17.44420739630351,21.639232439866685,-9.591499156367277,11.475435367915953,19.223146582039654,-15.749574893790141,7.773613285631987
0,1.44,local,0.375,0.7072474037440977,0.375,0.375,0.5,0.3941200657894737,-15.12022470909865,21.278005845882063,-5.09035182293025,14.64495723778102,18.779372909478763,-11.170497778211374,9.968671114061035
0,1.44,local,0.5,0.7986123518977246,0.4995888157894737,0.5,0.6099917763157895,0.4991776315789473,-9.753268948960226,17.44296372300429,-0.5958459335828836,14.723326562672302,15.22843448860648,-5.914374874400297,10.943672685308414
0,1.44,local,0.625,0.8719736636952906,0.6241776315789473,0.625,0.7099095394736842,0.6186266447368421,-6.6198568179980715,15.681154173381495,4.225995184436293,15.164930166158086,11.421611744008608,-0.4361785626284531,11.504616385896105
0,1.44,local,0.75,0.9252897422874864,0.75,0.75,0.8199013157894737,0.7208059210526315,-3.366779053580682,13.960324076637942,5.959877784746581,16.839138845835635,11.568744068820891,2.1031203534747744,13.598521085748661
0,1.44,local,0.875,0.9655004644775834,0.8745888157894737,0.875,0.9099506578947368,0.8153782894736842,-1.2504962747150405,10.211249096191233,6.624762335465784,15.954099076855854,9.991232123989057,3.725112378177997,13.356122734467313
0,1.44,random,0.125,0.1781229488871074,0.1245888157894736,0.125,0.1400082236842105,0.1317845394736842,-7.375049689103719,14.152959869493953,6.422392721294379,10.689290454863865,4.559742290547386,3.4027378637433214,7.979888440847171
0,1.44,random,0.25,0.3223185520564859,0.2491776315789473,0.25,0.2800164473684211,0.2489720394736842,-7.811711201631166,7.986327897941692,-3.061366285364686,6.568176577063145,9.343503981661538,-6.756362887298906,3.7756236312854075
0,1.44,random,0.375,0.4633777893494897,0.375,0.375,0.4099506578947368,0.3754111842105263,-6.779091077971011,5.858448330891875,-2.6036051202662502,5.470790415863103,7.869504708596731,-6.16965918571013,2.12059164043894
0,1.44,random,0.5,0.5965407518101603,0.4995888157894737,0.5,0.5400904605263158,0.5002055921052632,-5.898659941430983,5.823267517575969,-1.0620099130686622,6.372717079262403,7.356599179777101,-4.816567397826721,2.7062184412281254
0,1.44,random,0.625,0.7177628439743222,0.6241776315789473,0.625,0.6700246710526315,0.6186266447368421,-4.962093544675716,5.994270336301444,-0.8371175327485325,6.964703824727236,7.737053129213067,-3.6683923826954734,4.039752993185219
