trial,target_cv,spatial_mode,q,top_build_ms,quant_build_ms,quant_peak_states,quant_state_slots
0,1.44,hot-cold,4096,0.58343,458.169584,6802,8194
0,1.44,hot-cold,8192,0.58343,1139.599252,10388,16386
0,1.44,hot-cold,16384,0.58343,2034.251931,14329,32770
0,1.44,hot-cold,32768,0.58343,2955.711837,16683,65538
0,1.44,hot-cold,65536,0.58343,4855.555396,17758,131074
0,2.48,random,1024,0.563232,73.074384,1869,2050
0,2.48,random,2048,0.563232,146.42888,3564,4098
0,2.48,random,4096,0.563232,333.851645,6811,8194
0,2.48,random,8192,0.563232,765.585437,12903,16386
0,2.48,random,16384,0.563232,1528.291614,18290,32770
0,2.48,random,32768,0.563232,2814.330076,22818,65538
0,2.48,random,65536,0.563232,4720.280676,26137,131074
0,2.48,local,1024,0.560217,41.320374,1190,2050
0,2.48,local,2048,0.560217,110.075467,3104,4098
0,2.48,local,4096,0.560217,255.925416,6453,8194
0,2.48,local,8192,0.560217,544.995521,10666,16386
0,2.48,local,16384,0.560217,1013.26699,14674,32770
0,2.48,local,32768,0.560217,1797.100191,18586,65538
0,2.48,local,65536,0.560217,3376.604161,22270,131074
0,2.48,hot-cold,1024,0.590614,74.419667,1732,2050
0,2.48,hot-cold,2048,0.590614,176.253256,3447,4098
0,2.48,hot-cold,4096,0.590614,441.086767,6135,8194
0,2.48,hot-cold,8192,0.590614,1026.798944,9343,16386
0,2.48,hot-cold,16384,0.590614,1816.810028,12415,32770
0,2.48,hot-cold,32768,0.590614,2739.569632,14953,65538
0,2.48,hot-cold,65536,0.590614,4094.639684,16935,131074
0,3.3,random,1024,0.566228,68.095,1803,2050
0,3.3,random,2048,0.566228,151.69503,3416,4098
0,3.3,random,4096,0.566228,353.093939,6343,8194
0,3.3,random,8192,0.566228,772.398597,11648,16386
0,3.3,random,16384,0.566228,1552.702113,18495,32770
0,3.3,random,32768,0.566228,2937.913272,24270,65538
0,3.3,random,65536,0.566228,5407.213095,29580,131074
0,3.3,local,1024,0.569304,46.265283,1330,2050
0,3.3,local,2048,0.569304,104.863159,3001,4098
0,3.3,local,4096,0.569304,239.151145,5895,8194
0,3.3,local,8192,0.569304,540.360983,9648,16386
0,3.3,local,16384,0.569304,1000.818872,13305,32770
0,3.3,local,32768,0.569304,1746.313761,17014,65538
0,3.3,local,65536,0.569304,3854.04542,20485,131074
0,3.3,hot-cold,1024,0.687184,81.215796,1751,2050
0,3.3,hot-cold,2048,0.687184,188.696194,3484,4098
0,3.3,hot-cold,4096,0.687184,434.613511,5667,8194
0,3.3,hot-cold,8192,0.687184,941.450858,8604,16386
0,3.3,hot-cold,16384,0.687184,1736.485768,11443,32770
0,3.3,hot-cold,32768,0.687184,2918.865311,14224,65538
0,3.3,hot-cold,65536,0.687184,5917.842476,16303,131074
0,4.55,random,1024,0.609689,67.143733,1783,2050
0,4.55,random,2048,0.609689,152.858715,3623,4098
0,4.55,random,4096,0.609689,337.564543,6883,8194
0,4.55,random,8192,0.609689,762.987803,13120,16386
0,4.55,random,16384,0.609689,1447.421864,18162,32770
0,4.55,random,32768,0.609689,2682.002913,24043,65538
0,4.55,random,65536,0.609689,4514.684425,28347,131074
0,4.55,local,1024,0.547443,37.263755,980,2050
0,4.55,local,2048,0.547443,92.15283,2448,4098
0,4.55,local,4096,0.547443,203.501166,4633,8194
0,4.55,local,8192,0.547443,413.961685,7804,16386
0,4.55,local,16384,0.547443,792.703555,11660,32770
0,4.55,local,32768,0.547443,1416.122524,15018,65538
0,4.55,local,65536,0.547443,2607.838323,18852,131074
0,4.55,hot-cold,1024,0.573151,80.375917,1679,2050
0,4.55,hot-cold,2048,0.573151,175.58637,3150,4098
0,4.55,hot-cold,4096,0.573151,408.157651,5334,8194
0,4.55,hot-cold,8192,0.573151,786.042709,7911,16386
0,4.55,hot-cold,16384,0.573151,1418.302217,10381,32770
0,4.55,hot-cold,32768,0.573151,2346.842542,13098,65538
0,4.55,hot-cold,65536,0.573151,4465.030781,15530,131074
0,9.19,random,1024,0.559816,48.842869,1262,2050
0,9.19,random,2048,0.559816,120.0209,2874,4098
0,9.19,random,4096,0.559816,261.655242,5291,8194
0,9.19,random,8192,0.559816,564.798111,9129,16386
0,9.19,random,16384,0.559816,1141.815624,14648,32770
0,9.19,random,32768,0.559816,2322.695255,20462,65538
0,9.19,random,65536,0.559816,4673.448604,27521,131074
0,9.19,local,1024,0.569784,36.414217,932,2050
0,9.19,local,2048,0.569784,76.113743,1812,4098
0,9.19,local,4096,0.569784,159.405707,3394,8194
0,9.19,local,8192,0.569784,322.953584,5437,16386
0,9.19,local,16384,0.569784,641.057906,7731,32770
0,9.19,local,32768,0.569784,1180.370811,10254,65538
0,9.19,local,65536,0.569784,2538.569419,12933,131074
0,9.19,hot-cold,1024,0.686192,76.111809,1410,2050
0,9.19,hot-cold,2048,0.686192,149.398369,2759,4098
0,9.19,hot-cold,4096,0.686192,330.361875,4447,8194
0,9.19,hot-cold,8192,0.686192,574.738754,6331,16386
0,9.19,hot-cold,16384,0.686192,994.035539,8257,32770
0,9.19,hot-cold,32768,0.686192,1759.936924,10540,65538
0,9.19,hot-cold,65536,0.686192,3381.693019,12620,131074
