trial,target_cv,spatial_mode,budget_rows,budget_fraction,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,paper_gap_pct,paper_extra_vs_single_pct,target_importance,exact_importance,exact_rows,exact_chunks,exact_aff_ms,exact_build_ms,exact_solve_ms,exact_single_query_ms,single_importance,single_rows,single_chunks,single_aff_ms,single_runtime_ms,single_gap_pct,single_exact
0,1.07,local,160,0.625,0.8160330204866761,160,1,0.033370922257531965,0.550498,2.139650660876158,2.139650660876158,0.8160330204866761,0.8184585053137972,155,1,0.03267185861867692,32.343648,0.142927,32.486575,0.8184585053137974,155,1,0.03267185861867692,0.052027,0.0,True
0,1.07,local,192,0.75,0.8927104516773144,192,2,0.04884581536037466,0.694407,27.188797622433647,27.188797622433647,0.8927104516773144,0.8946693042508161,196,1,0.03840418045728833,32.343648,0.149409,32.493057,0.8946693042508164,196,1,0.03840418045728833,0.052097,0.0,True
0,1.07,local,224,0.875,0.9489436211295581,224,2,0.053319822649046986,0.711479,28.111449061656035,28.111449061656035,0.9489436211295581,0.9503746356119811,219,1,0.041619873196021555,32.343648,0.148277,32.491925,0.9503746356119814,219,1,0.041619873196021555,0.045305,0.0,True
0,1.07,hot-cold,32,0.125,0.29018749149311046,32,1,0.015474893102842693,0.768225,0.0,0.0,0.29018749149311046,0.29595572236737044,32,1,0.015474893102842693,30.751054,0.159588,30.910642,0.29595572236737056,32,1,0.015474893102842693,0.062927,0.0,True
0,1.07,hot-cold,64,0.25,0.4861738789839635,64,1,0.019948900391515013,0.484885,0.0,0.0,0.4861738789839635,0.4861738789839634,64,1,0.019948900391515013,30.751054,0.13921,30.890264,0.4861738789839635,64,1,0.019948900391515013,0.055754,0.0,True
0,1.07,hot-cold,96,0.375,0.6501524433127048,96,1,0.02442290768018733,0.482622,0.0,0.0,0.6501524433127048,0.6501524433127047,96,1,0.02442290768018733,30.751054,0.141394,30.892447999999998,0.6501524433127048,96,1,0.02442290768018733,0.050895,0.0,True
0,1.07,hot-cold,128,0.5,0.7670658078988484,128,2,0.03989780078303003,0.539448,37.404604264893294,37.404604264893294,0.7670658078988484,0.7686511627361339,129,1,0.02903672769663066,30.751054,0.164668,30.915722,0.7686511627361341,129,1,0.02903672769663066,0.048731,0.0,True
0,1.07,hot-cold,160,0.625,0.8389149336007871,160,1,0.033370922257531965,0.547202,0.0,0.0,0.8389149336007871,0.8389149336007868,160,1,0.033370922257531965,30.751054,0.18689,30.937944,0.8389149336007871,160,1,0.033370922257531965,0.047248,0.0,True
0,1.07,hot-cold,192,0.75,0.8998117678478318,192,2,0.04884581536037466,0.595893,28.59325201698335,28.59325201698335,0.8998117678478318,0.9007055763471521,193,1,0.037984742273975296,30.751054,0.157124,30.908178,0.9007055763471523,193,1,0.037984742273975296,0.046697,0.0,True
0,1.07,hot-cold,224,0.875,0.9617313411323565,224,1,0.04231893683487661,0.636028,0.0,0.0,0.9617313411323565,0.9617313411323561,224,1,0.04231893683487661,30.751054,0.163685,30.914739,0.9617313411323565,224,1,0.04231893683487661,0.044373,0.0,True
0,1.25,random,32,0.125,0.1975886818079638,32,1,0.015474893102842693,0.830632,0.0,0.0,0.1975886818079638,0.1975886818079638,32,1,0.015474893102842693,31.844276,0.163075,32.007351,0.1975886818079638,32,1,0.015474893102842693,0.073748,0.0,True
0,1.25,random,64,0.25,0.3248895563529114,64,1,0.019948900391515013,0.521073,0.7058009442146407,0.7058009442146407,0.3248895563529114,0.32711937901860966,63,1,0.019809087663744,31.844276,0.14974,31.994016000000002,0.32711937901860966,63,1,0.019809087663744,0.066895,0.0,True
