case_id,repetition,runtime_ms
smol360-001087,0,0.142957
smol360-001087,1,0.120966
smol360-001087,2,0.118031
smol360-001088,0,0.14457
smol360-001088,1,0.118401
smol360-001088,2,0.11764
smol360-001089,0,0.174747
smol360-001089,1,0.11753
smol360-001089,2,0.112059
smol360-001090,0,0.132838
smol360-001090,1,0.124423
smol360-001090,2,0.198762
smol360-001091,0,0.284231
smol360-001091,1,0.271207
smol360-001091,2,0.259876
smol360-001092,0,0.308266
smol360-001092,1,0.277279
smol360-001092,2,0.311994
smol360-001093,0,0.086061
smol360-001093,1,0.078196
smol360-001093,2,0.07472
smol360-001094,0,0.142185
smol360-001094,1,0.116979
smol360-001094,2,0.11199
smol360-001095,0,0.166892
smol360-001095,1,0.145803
smol360-001095,2,0.189915
smol360-001096,0,0.143017
smol360-001096,1,0.124032
smol360-001096,2,0.120005
smol360-001097,0,0.183203
smol360-001097,1,0.178103
smol360-001097,2,0.171972
smol360-001098,0,0.278722
smol360-001098,1,0.247002
smol360-001098,2,0.322072
smol360-001099,0,0.246471
smol360-001099,1,0.294891
smol360-001099,2,0.263433
smol360-001100,0,0.088315
smol360-001100,1,0.08043
smol360-001100,2,0.076423
smol360-001101,0,0.121487
smol360-001101,1,0.128831
smol360-001101,2,0.118772
smol360-001102,0,0.126106
smol360-001102,1,0.118762
smol360-001102,2,0.1177
smol360-001103,0,0.129793
smol360-001103,1,0.114945
smol360-001103,2,0.111909
smol360-001104,0,0.285283
smol360-001104,1,0.263292
smol360-001104,2,0.220393
smol360-001105,0,0.147095
smol360-001105,1,0.130944
smol360-001105,2,0.126096
smol360-001106,0,0.252712
smol360-001106,1,0.237384
smol360-001106,2,0.238827
smol360-001107,0,0.090759
smol360-001107,1,0.082935
smol360-001107,2,0.078707
smol360-001108,0,0.120555
smol360-001108,1,0.111779
smol360-001108,2,0.115215
smol360-001109,0,0.126596
smol360-001109,1,0.115687
smol360-001109,2,0.111188
smol360-001110,0,0.126466
smol360-001110,1,0.122198
smol360-001110,2,0.118562
smol360-001111,0,0.146484
smol360-001111,1,0.120595
smol360-001111,2,0.116037
smol360-001112,0,0.356186
smol360-001112,1,0.319838
smol360-001112,2,0.247493
smol360-001113,0,0.59395
smol360-001113,1,0.419054
smol360-001113,2,0.41675
smol360-001114,0,0.083917
smol360-001114,1,0.076683
smol360-001114,2,0.071664
smol360-001115,0,0.128481
smol360-001115,1,0.127638
smol360-001115,2,0.113432
smol360-001116,0,0.184505
smol360-001116,1,0.139711
smol360-001116,2,0.124543
smol360-001117,0,0.142416
smol360-001117,1,0.136946
smol360-001117,2,0.131035
smol360-001118,0,0.352789
smol360-001118,1,0.499133
smol360-001118,2,0.513651
smol360-001119,0,0.177542
smol360-001119,1,0.166943
smol360-001119,2,0.16569
smol360-001120,0,0.558485
smol360-001120,1,0.555609
smol360-001120,2,0.565537
smol360-001121,0,0.091651
smol360-001121,1,0.081984
smol360-001121,2,0.075441
smol360-001122,0,0.126937
smol360-001122,1,0.117991
smol360-001122,2,0.118913
smol360-001123,0,0.145503
smol360-001123,1,0.123852
smol360-001123,2,0.126366
smol360-001124,0,0.14948
smol360-001124,1,0.143047
smol360-001124,2,0.135854
smol360-001125,0,0.49765
smol360-001125,1,0.507008
smol360-001125,2,0.487452
smol360-001126,0,0.235881
smol360-001126,1,0.164257
smol360-001126,2,0.155661
smol360-001127,0,0.594081
smol360-001127,1,0.50801
smol360-001127,2,0.456694
smol360-001128,0,0.088135
smol360-001128,1,0.078997
smol360-001128,2,0.077054
smol360-001129,0,0.135273
smol360-001129,1,0.116097
smol360-001129,2,0.11273
smol360-001130,0,0.172222
smol360-001130,1,0.140162
smol360-001130,2,0.128741
smol360-001131,0,0.234548
smol360-001131,1,0.196127
smol360-001131,2,0.169958
smol360-001132,0,0.169727
smol360-001132,1,0.153758
smol360-001132,2,0.176751
smol360-001133,0,0.175458
smol360-001133,1,0.163316
smol360-001133,2,0.165579
smol360-001134,0,0.469989
smol360-001134,1,0.455632
smol360-001134,2,0.508081
smol360-001135,0,0.082224
smol360-001135,1,0.073077
smol360-001135,2,0.070312
smol360-001136,0,0.177262
smol360-001136,1,0.175468
smol360-001136,2,0.15503
smol360-001137,0,0.209462
smol360-001137,1,0.188753
smol360-001137,2,0.148478
smol360-001138,0,0.155832
smol360-001138,1,0.139801
smol360-001138,2,0.137136
smol360-001139,0,0.362237
smol360-001139,1,0.34217
smol360-001139,2,0.326391
smol360-001140,0,0.182411
smol360-001140,1,0.167614
smol360-001140,2,0.153898
smol360-001141,0,0.544208
smol360-001141,1,0.481761
smol360-001141,2,0.477954
smol360-001142,0,0.083526
smol360-001142,1,0.077004
smol360-001142,2,0.076613
smol360-001143,0,0.125154
smol360-001143,1,0.119604
smol360-001143,2,0.11776
smol360-001144,0,0.247813
smol360-001144,1,0.201237
smol360-001144,2,0.172783
smol360-001145,0,0.153918
smol360-001145,1,0.138298
smol360-001145,2,0.141985
smol360-001146,0,0.484666
smol360-001146,1,0.450984
smol360-001146,2,0.440854
smol360-001147,0,0.211486
smol360-001147,1,0.207168
smol360-001147,2,0.158146
smol360-001148,0,0.461793
smol360-001148,1,0.435916
smol360-001148,2,0.43827
smol360-001149,0,0.092192
smol360-001149,1,0.105747
smol360-001149,2,0.103724
smol360-001150,0,0.128159
smol360-001150,1,0.121006
smol360-001150,2,0.118091
smol360-001151,0,0.255889
smol360-001151,1,0.159338
smol360-001151,2,0.18762
smol360-001152,0,0.148016
smol360-001152,1,0.137256
smol360-001152,2,0.138489
smol360-001153,0,0.165129
smol360-001153,1,0.152546
smol360-001153,2,0.146924
smol360-001154,0,0.182922
smol360-001154,1,0.166061
smol360-001154,2,0.170529
smol360-001155,0,0.527516
smol360-001155,1,0.353671
smol360-001155,2,0.305241
smol360-001156,0,0.094287
smol360-001156,1,0.082915
smol360-001156,2,0.078036
smol360-001157,0,0.132718
smol360-001157,1,0.121878
smol360-001157,2,0.119554
smol360-001158,0,0.163987
smol360-001158,1,0.14968
smol360-001158,2,0.14458
smol360-001159,0,0.250479
smol360-001159,1,0.213339
smol360-001159,2,0.254046
smol360-001160,0,0.475339
smol360-001160,1,0.383558
smol360-001160,2,0.36332
smol360-001161,0,0.607546
smol360-001161,1,0.520393
smol360-001161,2,0.540281
smol360-001162,0,0.377285
smol360-001162,1,0.344875
smol360-001162,2,0.362448
smol360-001163,0,0.091902
smol360-001163,1,0.082604
smol360-001163,2,0.079489
smol360-001164,0,0.132338
smol360-001164,1,0.11776
smol360-001164,2,0.113522
smol360-001165,0,0.159218
smol360-001165,1,0.149019
smol360-001165,2,0.161202
smol360-001166,0,0.256149
smol360-001166,1,0.231994
smol360-001166,2,0.318065
smol360-001167,0,0.413062
smol360-001167,1,0.385581
smol360-001167,2,0.359603
smol360-001168,0,0.464248
smol360-001168,1,0.469769
smol360-001168,2,0.458047
smol360-001169,0,0.430174
smol360-001169,1,0.406199
smol360-001169,2,0.35839
smol360-001170,0,0.097232
smol360-001170,1,0.086311
smol360-001170,2,0.081763
smol360-001171,0,0.134321
smol360-001171,1,0.116959
smol360-001171,2,0.112881
smol360-001172,0,0.134682
smol360-001172,1,0.12294
smol360-001172,2,0.122799
smol360-001173,0,0.151784
smol360-001173,1,0.141254
smol360-001173,2,0.134261
smol360-001174,0,0.398966
smol360-001174,1,0.362578
smol360-001174,2,0.351257
smol360-001175,0,0.206627
smol360-001175,1,0.1709
smol360-001175,2,0.149499
smol360-001176,0,0.268622
smol360-001176,1,0.298959
smol360-001176,2,0.315009
smol360-001177,0,0.08577
smol360-001177,1,0.077855
smol360-001177,2,0.07514
smol360-001178,0,0.147485
smol360-001178,1,0.138048
smol360-001178,2,0.133971
smol360-001179,0,0.125094
smol360-001179,1,0.11803
smol360-001179,2,0.117319
smol360-001180,0,0.129833
smol360-001180,1,0.117921
smol360-001180,2,0.113883
smol360-001181,0,0.191187
smol360-001181,1,0.193482
smol360-001181,2,0.172112
smol360-001182,0,0.26232
smol360-001182,1,0.232294
smol360-001182,2,0.219671
smol360-001183,0,0.28362
smol360-001183,1,0.285184
smol360-001183,2,0.277419
smol360-001184,0,0.089908
smol360-001184,1,0.082254
smol360-001184,2,0.08016
smol360-001185,0,0.153457
smol360-001185,1,0.119053
smol360-001185,2,0.212017
smol360-001186,0,0.127849
smol360-001186,1,0.113362
smol360-001186,2,0.111048
smol360-001187,0,0.164939
smol360-001187,1,0.139601
smol360-001187,2,0.126517
smol360-001188,0,0.271909
smol360-001188,1,0.246582
smol360-001188,2,0.234899
smol360-001189,0,0.130874
smol360-001189,1,0.120105
smol360-001189,2,0.115956
smol360-001190,0,0.284522
smol360-001190,1,0.230511
smol360-001190,2,0.226964
smol360-001191,0,0.094056
smol360-001191,1,0.086382
smol360-001191,2,0.082765
smol360-001192,0,0.153316
smol360-001192,1,0.13922
smol360-001192,2,0.132408
smol360-001193,0,0.143779
smol360-001193,1,0.176089
smol360-001193,2,0.146243
smol360-001194,0,0.125805
smol360-001194,1,0.121678
smol360-001194,2,0.121847
smol360-001195,0,0.169748
smol360-001195,1,0.150291
smol360-001195,2,0.116548
smol360-001196,0,0.295913
smol360-001196,1,0.249156
smol360-001196,2,0.26196
smol360-001197,0,0.207689
smol360-001197,1,0.226483
smol360-001197,2,0.190937
smol360-001198,0,0.07509
smol360-001198,1,0.068198
smol360-001198,2,0.06403
smol360-001199,0,0.12321
smol360-001199,1,0.109906
smol360-001199,2,0.106589
smol360-001200,0,0.132127
smol360-001200,1,0.11748
smol360-001200,2,0.10685
smol360-001201,0,0.122309
smol360-001201,1,0.119494
smol360-001201,2,0.117079
smol360-001202,0,0.190056
smol360-001202,1,0.175047
smol360-001202,2,0.211937
smol360-001203,0,0.347971
smol360-001203,1,0.382425
smol360-001203,2,0.316212
smol360-001204,0,0.223548
smol360-001204,1,0.24584
smol360-001204,2,0.201497
smol360-001205,0,0.09059
smol360-001205,1,0.081282
smol360-001205,2,0.078828
smol360-001206,0,0.162815
smol360-001206,1,0.172833
smol360-001206,2,0.14969
smol360-001207,0,0.198231
smol360-001207,1,0.144511
smol360-001207,2,0.130854
smol360-001208,0,0.146674
smol360-001208,1,0.129122
smol360-001208,2,0.127879
smol360-001209,0,0.238326
smol360-001209,1,0.211485
smol360-001209,2,0.196678
smol360-001210,0,0.159298
smol360-001210,1,0.130123
smol360-001210,2,0.123821
smol360-001211,0,0.324056
smol360-001211,1,0.253705
smol360-001211,2,0.234088
smol360-001212,0,0.122289
smol360-001212,1,0.14995
smol360-001212,2,0.143839
smol360-001213,0,0.127789
smol360-001213,1,0.118351
smol360-001213,2,0.107961
smol360-001214,0,0.121697
smol360-001214,1,0.123681
smol360-001214,2,0.11759
smol360-001215,0,0.153086
smol360-001215,1,0.141976
smol360-001215,2,0.148999
smol360-001216,0,0.130564
smol360-001216,1,0.123681
smol360-001216,2,0.121968
smol360-001217,0,0.37404
smol360-001217,1,0.252392
smol360-001217,2,0.250057
smol360-001218,0,0.207308
smol360-001218,1,0.276477
smol360-001218,2,0.243275
smol360-001219,0,0.076353
smol360-001219,1,0.073116
smol360-001219,2,0.070301
smol360-001220,0,0.119494
smol360-001220,1,0.111128
smol360-001220,2,0.116738
smol360-001221,0,0.134962
smol360-001221,1,0.11761
smol360-001221,2,0.117439
smol360-001222,0,0.134302
smol360-001222,1,0.120295
smol360-001222,2,0.113944
smol360-001223,0,0.210795
smol360-001223,1,0.170078
smol360-001223,2,0.16034
smol360-001224,0,0.260317
smol360-001224,1,0.243195
smol360-001224,2,0.222947
smol360-001225,0,0.220743
smol360-001225,1,0.234789
smol360-001225,2,0.21378
smol360-001226,0,0.095278
smol360-001226,1,0.235069
smol360-001226,2,0.138318
smol360-001227,0,0.118572
smol360-001227,1,0.112991
smol360-001227,2,0.11752
smol360-001228,0,0.153487
smol360-001228,1,0.115656
smol360-001228,2,0.120465
smol360-001229,0,0.125084
smol360-001229,1,0.123602
smol360-001229,2,0.116278
smol360-001230,0,0.228036
smol360-001230,1,0.204803
smol360-001230,2,0.196808
smol360-001231,0,0.145913
smol360-001231,1,0.18702
smol360-001231,2,0.197038
smol360-001232,0,0.228026
smol360-001232,1,0.216285
smol360-001232,2,0.211295
smol360-001233,0,0.088696
smol360-001233,1,0.083146
smol360-001233,2,0.14983
smol360-001234,0,0.167644
smol360-001234,1,0.15505
smol360-001234,2,0.150201
smol360-001235,0,0.170639
smol360-001235,1,0.151634
smol360-001235,2,0.124783
smol360-001236,0,0.157475
smol360-001236,1,0.145783
smol360-001236,2,0.134612
smol360-001237,0,0.130735
smol360-001237,1,0.124042
smol360-001237,2,0.120245
smol360-001238,0,0.273782
smol360-001238,1,0.296264
smol360-001238,2,0.292207
smol360-001239,0,0.407282
smol360-001239,1,0.289271
smol360-001239,2,0.370052
smol360-001240,0,0.116068
smol360-001240,1,0.106349
smol360-001240,2,0.102341
smol360-001241,0,0.123721
smol360-001241,1,0.118281
smol360-001241,2,0.108243
smol360-001242,0,0.126797
smol360-001242,1,0.116548
smol360-001242,2,0.123141
smol360-001243,0,0.12271
smol360-001243,1,0.131376
smol360-001243,2,0.115927
smol360-001244,0,0.199773
smol360-001244,1,0.182221
smol360-001244,2,0.172262
smol360-001245,0,0.266378
smol360-001245,1,0.238005
smol360-001245,2,0.249126
smol360-001246,0,0.335728
smol360-001246,1,0.362238
smol360-001246,2,0.263323
smol360-001247,0,0.089237
smol360-001247,1,0.095038
smol360-001247,2,0.081392
smol360-001248,0,0.125365
smol360-001248,1,0.119183
smol360-001248,2,0.108433
smol360-001249,0,0.1283
smol360-001249,1,0.126717
smol360-001249,2,0.113262
smol360-001250,0,0.127869
smol360-001250,1,0.120986
smol360-001250,2,0.114043
smol360-001251,0,0.238516
smol360-001251,1,0.248094
smol360-001251,2,0.210363
smol360-001252,0,0.141705
smol360-001252,1,0.129062
smol360-001252,2,0.125304
smol360-001253,0,0.252422
smol360-001253,1,0.292246
smol360-001253,2,0.244727
smol360-001254,0,0.107632
smol360-001254,1,0.098123
smol360-001254,2,0.094367
smol360-001255,0,0.130404
smol360-001255,1,0.113512
smol360-001255,2,0.108803
smol360-001256,0,0.129272
smol360-001256,1,0.141514
smol360-001256,2,0.151704
smol360-001257,0,0.127599
smol360-001257,1,0.11768
smol360-001257,2,0.118371
smol360-001258,0,0.151744
smol360-001258,1,0.130785
smol360-001258,2,0.160921
smol360-001259,0,0.288409
smol360-001259,1,0.262961
smol360-001259,2,0.249948
smol360-001260,0,0.85544
smol360-001260,1,0.411931
smol360-001260,2,0.389639
smol360-001261,0,0.099546
smol360-001261,1,0.098765
smol360-001261,2,0.077565
smol360-001262,0,0.127218
smol360-001262,1,0.126877
smol360-001262,2,0.119974
smol360-001263,0,0.135794
smol360-001263,1,0.125394
smol360-001263,2,0.167202
smol360-001264,0,0.156062
smol360-001264,1,0.164548
smol360-001264,2,0.170309
smol360-001265,0,0.392163
smol360-001265,1,0.343602
smol360-001265,2,0.335668
smol360-001266,0,0.206105
smol360-001266,1,0.170038
smol360-001266,2,0.173615
smol360-001267,0,0.558424
smol360-001267,1,0.433621
smol360-001267,2,0.410197
smol360-001268,0,0.088716
smol360-001268,1,0.078987
smol360-001268,2,0.082905
smol360-001269,0,0.124713
smol360-001269,1,0.115847
smol360-001269,2,0.118202
smol360-001270,0,0.143027
smol360-001270,1,0.135213
smol360-001270,2,0.125745
smol360-001271,0,0.157385
smol360-001271,1,0.145582
smol360-001271,2,0.212798
smol360-001272,0,0.51356
smol360-001272,1,0.464779
smol360-001272,2,0.471702
smol360-001273,0,0.200545
smol360-001273,1,0.202459
smol360-001273,2,0.166451
smol360-001274,0,0.560539
smol360-001274,1,0.472593
smol360-001274,2,0.471682
smol360-001275,0,0.10696
smol360-001275,1,0.087364
smol360-001275,2,0.078947
smol360-001276,0,0.130954
smol360-001276,1,0.126337
smol360-001276,2,0.115967
smol360-001277,0,0.14408
smol360-001277,1,0.132578
smol360-001277,2,0.130734
smol360-001278,0,0.150261
smol360-001278,1,0.143088
smol360-001278,2,0.137688
smol360-001279,0,0.183092
smol360-001279,1,0.164748
smol360-001279,2,0.174086
smol360-001280,0,0.180377
smol360-001280,1,0.159639
smol360-001280,2,0.196037
smol360-001281,0,0.469509
smol360-001281,1,0.380963
smol360-001281,2,0.372898
smol360-001282,0,0.082785
smol360-001282,1,0.07488
smol360-001282,2,0.089407
smol360-001283,0,0.119303
smol360-001283,1,0.112531
smol360-001283,2,0.109355
smol360-001284,0,0.196918
smol360-001284,1,0.163345
smol360-001284,2,0.124343
smol360-001285,0,0.147005
smol360-001285,1,0.13373
smol360-001285,2,0.131696
smol360-001286,0,0.367247
smol360-001286,1,0.351688
smol360-001286,2,0.340717
smol360-001287,0,0.177442
smol360-001287,1,0.162063
smol360-001287,2,0.156222
smol360-001288,0,0.47098
smol360-001288,1,0.428782
smol360-001288,2,0.394327
smol360-001289,0,0.084639
smol360-001289,1,0.091982
smol360-001289,2,0.107752
smol360-001290,0,0.127869
smol360-001290,1,0.118782
smol360-001290,2,0.13371
smol360-001291,0,0.145262
smol360-001291,1,0.132768
smol360-001291,2,0.144079
smol360-001292,0,0.145963
smol360-001292,1,0.133339
smol360-001292,2,0.129372
smol360-001293,0,0.526585
smol360-001293,1,0.46501
smol360-001293,2,0.459129
smol360-001294,0,0.202358
smol360-001294,1,0.172553
smol360-001294,2,0.165941
smol360-001295,0,0.554828
smol360-001295,1,0.490447
smol360-001295,2,0.474898
smol360-001296,0,0.094566
smol360-001296,1,0.086342
smol360-001296,2,0.079329
smol360-001297,0,0.1443
smol360-001297,1,0.174887
smol360-001297,2,0.161492
smol360-001298,0,0.148027
smol360-001298,1,0.135023
smol360-001298,2,0.125845
smol360-001299,0,0.162323
smol360-001299,1,0.152696
smol360-001299,2,0.150842
smol360-001300,0,0.183253
smol360-001300,1,0.163987
smol360-001300,2,0.156282
smol360-001301,0,0.174156
smol360-001301,1,0.166
smol360-001301,2,0.156142
smol360-001302,0,0.409105
smol360-001302,1,0.353221
smol360-001302,2,0.329216
smol360-001303,0,0.115216
smol360-001303,1,0.097883
smol360-001303,2,0.09108
smol360-001304,0,0.131556
smol360-001304,1,0.124934
smol360-001304,2,0.129862
smol360-001305,0,0.170038
smol360-001305,1,0.153177
smol360-001305,2,0.14972
smol360-001306,0,0.311111
smol360-001306,1,0.267199
smol360-001306,2,0.248806
smol360-001307,0,0.414755
smol360-001307,1,0.447246
smol360-001307,2,0.498943
smol360-001308,0,0.594001
smol360-001308,1,0.614569
smol360-001308,2,0.692345
smol360-001309,0,0.515113
smol360-001309,1,0.482592
smol360-001309,2,0.501699
smol360-001310,0,0.095729
smol360-001310,1,0.08561
smol360-001310,2,0.082214
smol360-001311,0,0.155822
smol360-001311,1,0.152845
smol360-001311,2,0.175509
smol360-001312,0,0.167894
smol360-001312,1,0.163586
smol360-001312,2,0.143809
smol360-001313,0,0.270616
smol360-001313,1,0.260157
smol360-001313,2,0.259436
smol360-001314,0,0.429443
smol360-001314,1,0.398415
smol360-001314,2,0.397323
smol360-001315,0,0.414435
smol360-001315,1,0.446034
smol360-001315,2,0.56149
smol360-001316,0,0.436056
smol360-001316,1,0.413874
smol360-001316,2,0.399758
smol360-001317,0,0.100778
smol360-001317,1,0.095399
smol360-001317,2,0.087403
smol360-001318,0,0.173494
smol360-001318,1,0.131887
smol360-001318,2,0.127188
smol360-001319,0,0.177612
smol360-001319,1,0.171431
smol360-001319,2,0.158937
smol360-001320,0,0.154619
smol360-001320,1,0.180879
smol360-001320,2,0.134612
smol360-001321,0,0.525603
smol360-001321,1,0.442888
smol360-001321,2,0.413293
smol360-001322,0,0.184445
smol360-001322,1,0.153437
smol360-001322,2,0.144711
smol360-001323,0,0.266118
smol360-001323,1,0.253764
smol360-001323,2,0.246722
smol360-001324,0,0.256259
smol360-001324,1,0.173434
smol360-001324,2,0.129041
smol360-001325,0,0.134371
smol360-001325,1,0.134893
smol360-001325,2,0.127739
smol360-001326,0,0.135494
smol360-001326,1,0.156332
smol360-001326,2,0.127078
smol360-001327,0,0.173665
smol360-001327,1,0.152666
smol360-001327,2,0.128199
smol360-001328,0,0.202729
smol360-001328,1,0.169497
smol360-001328,2,0.162694
smol360-001329,0,0.260056
smol360-001329,1,0.239538
smol360-001329,2,0.236983
smol360-001330,0,0.264925
smol360-001330,1,0.276908
smol360-001330,2,0.311573
smol360-001331,0,0.116719
smol360-001331,1,0.086612
smol360-001331,2,0.078036
smol360-001332,0,0.154559
smol360-001332,1,0.144911
smol360-001332,2,0.122409
smol360-001333,0,0.140192
smol360-001333,1,0.130203
smol360-001333,2,0.129111
smol360-001334,0,0.15521
smol360-001334,1,0.124453
smol360-001334,2,0.117249
smol360-001335,0,0.235941
smol360-001335,1,0.242774
smol360-001335,2,0.212948
smol360-001336,0,0.147386
smol360-001336,1,0.130865
smol360-001336,2,0.126727
smol360-001337,0,0.263353
smol360-001337,1,0.248906
smol360-001337,2,0.245419
smol360-001338,0,0.14991
smol360-001338,1,0.133169
smol360-001338,2,0.142917
smol360-001339,0,0.13379
smol360-001339,1,0.122209
smol360-001339,2,0.111929
smol360-001340,0,0.127509
smol360-001340,1,0.117389
smol360-001340,2,0.115857
smol360-001341,0,0.173044
smol360-001341,1,0.138269
smol360-001341,2,0.120184
smol360-001342,0,0.135093
smol360-001342,1,0.123671
smol360-001342,2,0.127759
smol360-001343,0,0.296775
smol360-001343,1,0.268903
smol360-001343,2,0.246851
smol360-001344,0,0.257321
smol360-001344,1,0.280014
smol360-001344,2,0.21888
smol360-001345,0,0.082544
smol360-001345,1,0.071554
smol360-001345,2,0.068619
smol360-001346,0,0.147626
smol360-001346,1,0.123621
smol360-001346,2,0.147797
smol360-001347,0,0.124433
smol360-001347,1,0.121036
smol360-001347,2,0.125435
smol360-001348,0,0.156944
smol360-001348,1,0.141435
smol360-001348,2,0.12287
smol360-001349,0,0.213419
smol360-001349,1,0.175047
smol360-001349,2,0.167433
smol360-001350,0,0.266839
smol360-001350,1,0.239047
smol360-001350,2,0.226644
smol360-001351,0,0.259756
smol360-001351,1,0.209903
smol360-001351,2,0.19794
smol360-001352,0,0.134782
smol360-001352,1,0.114074
smol360-001352,2,0.112611
smol360-001353,0,0.118221
smol360-001353,1,0.110987
smol360-001353,2,0.108442
smol360-001354,0,0.167213
smol360-001354,1,0.156122
smol360-001354,2,0.1447
smol360-001355,0,0.172071
smol360-001355,1,0.124433
smol360-001355,2,0.120585
smol360-001356,0,0.228948
smol360-001356,1,0.214861
smol360-001356,2,0.267961
smol360-001357,0,0.167914
smol360-001357,1,0.201347
smol360-001357,2,0.194264
smol360-001358,0,0.212798
smol360-001358,1,0.194824
smol360-001358,2,0.191148
smol360-001359,0,0.087143
smol360-001359,1,0.079479
smol360-001359,2,0.075652
smol360-001360,0,0.125995
smol360-001360,1,0.114223
smol360-001360,2,0.111348
smol360-001361,0,0.136776
smol360-001361,1,0.125124
smol360-001361,2,0.123261
smol360-001362,0,0.148588
smol360-001362,1,0.123261
smol360-001362,2,0.13893
smol360-001363,0,0.139981
smol360-001363,1,0.127038
smol360-001363,2,0.121548
smol360-001364,0,0.341629
smol360-001364,1,0.35776
smol360-001364,2,0.357008
smol360-001365,0,0.282118
smol360-001365,1,0.239067
smol360-001365,2,0.199974
smol360-001366,0,0.07978
smol360-001366,1,0.072306
smol360-001366,2,0.070602
smol360-001367,0,0.142426
smol360-001367,1,0.124232
smol360-001367,2,0.111158
smol360-001368,0,0.147235
smol360-001368,1,0.137457
smol360-001368,2,0.156913
smol360-001369,0,0.133499
smol360-001369,1,0.157895
smol360-001369,2,0.125295
smol360-001370,0,0.184335
smol360-001370,1,0.169267
smol360-001370,2,0.163757
smol360-001371,0,0.291024
smol360-001371,1,0.242003
smol360-001371,2,0.237073
smol360-001372,0,0.225982
smol360-001372,1,0.220122
smol360-001372,2,0.199493
smol360-001373,0,0.100047
smol360-001373,1,0.081533
smol360-001373,2,0.080611
smol360-001374,0,0.14953
smol360-001374,1,0.119113
smol360-001374,2,0.109384
smol360-001375,0,0.158767
smol360-001375,1,0.120356
smol360-001375,2,0.11753
smol360-001376,0,0.138279
smol360-001376,1,0.126898
smol360-001376,2,0.121296
smol360-001377,0,0.247303
smol360-001377,1,0.22986
smol360-001377,2,0.217326
smol360-001378,0,0.164538
smol360-001378,1,0.13408
smol360-001378,2,0.125364
smol360-001379,0,0.280274
smol360-001379,1,0.239348
smol360-001379,2,0.310251
smol360-001380,0,0.086703
smol360-001380,1,0.092593
smol360-001380,2,0.0807
smol360-001381,0,0.122249
smol360-001381,1,0.135593
smol360-001381,2,0.11764
smol360-001382,0,0.134341
smol360-001382,1,0.117479
smol360-001382,2,0.118602
smol360-001383,0,0.140793
smol360-001383,1,0.120765
smol360-001383,2,0.116228
smol360-001384,0,0.18159
smol360-001384,1,0.13922
smol360-001384,2,0.12298
smol360-001385,0,0.361747
smol360-001385,1,0.362909
smol360-001385,2,0.321451
smol360-001386,0,0.312995
smol360-001386,1,0.254696
smol360-001386,2,0.233797
smol360-001387,0,0.087744
smol360-001387,1,0.184245
smol360-001387,2,0.090138
smol360-001388,0,0.125345
smol360-001388,1,0.139972
smol360-001388,2,0.135894
smol360-001389,0,0.130283
smol360-001389,1,0.12307
smol360-001389,2,0.127128
smol360-001390,0,0.128801
smol360-001390,1,0.121107
smol360-001390,2,0.130684
smol360-001391,0,0.19277
smol360-001391,1,0.175508
smol360-001391,2,0.180638
smol360-001392,0,0.267661
smol360-001392,1,0.247212
smol360-001392,2,0.261199
smol360-001393,0,0.432709
smol360-001393,1,0.332863
smol360-001393,2,0.388577
smol360-001394,0,0.122139
smol360-001394,1,0.094988
smol360-001394,2,0.08567
smol360-001395,0,0.129392
smol360-001395,1,0.120075
smol360-001395,2,0.116629
smol360-001396,0,0.125314
smol360-001396,1,0.120125
smol360-001396,2,0.125033
smol360-001397,0,0.132408
smol360-001397,1,0.121176
smol360-001397,2,0.12249
smol360-001398,0,0.271528
smol360-001398,1,0.231243
smol360-001398,2,0.271147
smol360-001399,0,0.169988
smol360-001399,1,0.137858
smol360-001399,2,0.183904
smol360-001400,0,0.255988
smol360-001400,1,0.245689
smol360-001400,2,0.247723
smol360-001401,0,0.091642
smol360-001401,1,0.087264
smol360-001401,2,0.079559
smol360-001402,0,0.137598
smol360-001402,1,0.120105
smol360-001402,2,0.110797
smol360-001403,0,0.130764
smol360-001403,1,0.121407
smol360-001403,2,0.11198
smol360-001404,0,0.134051
smol360-001404,1,0.125614
smol360-001404,2,0.129472
smol360-001405,0,0.14454
smol360-001405,1,0.134561
smol360-001405,2,0.121227
smol360-001406,0,0.280474
smol360-001406,1,0.25106
smol360-001406,2,0.255448
smol360-001407,0,0.543216
smol360-001407,1,0.448859
smol360-001407,2,0.409355
smol360-001408,0,0.146624
smol360-001408,1,0.102832
smol360-001408,2,0.091101
smol360-001409,0,0.142286
smol360-001409,1,0.163646
smol360-001409,2,0.140393
smol360-001410,0,0.145332
smol360-001410,1,0.131395
smol360-001410,2,0.123791
smol360-001411,0,0.173274
smol360-001411,1,0.137086
smol360-001411,2,0.132548
smol360-001412,0,0.374069
smol360-001412,1,0.351027
smol360-001412,2,0.365333
smol360-001413,0,0.27268
smol360-001413,1,0.172252
smol360-001413,2,0.166301
smol360-001414,0,0.492612
smol360-001414,1,0.450503
smol360-001414,2,0.434332
smol360-001415,0,0.087354
smol360-001415,1,0.09082
smol360-001415,2,0.079088
smol360-001416,0,0.167373
smol360-001416,1,0.144931
smol360-001416,2,0.139321
smol360-001417,0,0.218098
smol360-001417,1,0.16557
smol360-001417,2,0.130364
smol360-001418,0,0.199062
smol360-001418,1,0.171521
smol360-001418,2,0.216875
smol360-001419,0,0.547313
smol360-001419,1,0.480368
smol360-001419,2,0.472764
