case_id,repetition,runtime_ms
qwen05-001949,1,0.13878
qwen05-001949,2,0.154579
qwen05-001950,0,0.136846
qwen05-001950,1,0.12326
qwen05-001950,2,0.115446
qwen05-001951,0,0.309459
qwen05-001951,1,0.377807
qwen05-001951,2,0.399017
qwen05-001952,0,0.145963
qwen05-001952,1,0.135323
qwen05-001952,2,0.19235
qwen05-001953,0,0.185236
qwen05-001953,1,0.232976
qwen05-001953,2,0.195115
qwen05-001954,0,0.075061
qwen05-001954,1,0.070352
qwen05-001954,2,0.070292
qwen05-001955,0,0.124353
qwen05-001955,1,0.120285
qwen05-001955,2,0.118652
qwen05-001956,0,0.143689
qwen05-001956,1,0.142075
qwen05-001956,2,0.131917
qwen05-001957,0,0.24622
qwen05-001957,1,0.228367
qwen05-001957,2,0.163867
qwen05-001958,0,0.201617
qwen05-001958,1,0.215163
qwen05-001958,2,0.183524
qwen05-001959,0,0.446335
qwen05-001959,1,0.386803
qwen05-001959,2,0.385872
qwen05-001960,0,0.200695
qwen05-001960,1,0.191929
qwen05-001960,2,0.197179
qwen05-001961,0,0.075271
qwen05-001961,1,0.067687
qwen05-001961,2,0.06425
qwen05-001962,0,0.120906
qwen05-001962,1,0.106459
qwen05-001962,2,0.114033
qwen05-001963,0,0.1926
qwen05-001963,1,0.174386
qwen05-001963,2,0.156092
qwen05-001964,0,0.221223
qwen05-001964,1,0.190186
qwen05-001964,2,0.183773
qwen05-001965,0,0.334326
qwen05-001965,1,0.291996
qwen05-001965,2,0.236613
qwen05-001966,0,0.350065
qwen05-001966,1,0.330167
qwen05-001966,2,0.297206
qwen05-001967,0,0.183683
qwen05-001967,1,0.172613
qwen05-001967,2,0.171571
qwen05-001968,0,0.076403
qwen05-001968,1,0.093625
qwen05-001968,2,0.075782
qwen05-001969,0,0.125595
qwen05-001969,1,0.14982
qwen05-001969,2,0.130304
qwen05-001970,0,0.123501
qwen05-001970,1,0.126416
qwen05-001970,2,0.11778
qwen05-001971,0,0.134943
qwen05-001971,1,0.126367
qwen05-001971,2,0.119654
qwen05-001972,0,0.421388
qwen05-001972,1,0.39026
qwen05-001972,2,0.394228
qwen05-001973,0,0.147386
qwen05-001973,1,0.135153
qwen05-001973,2,0.127769
qwen05-001974,0,0.308437
qwen05-001974,1,0.37956
qwen05-001974,2,0.305031
qwen05-001975,0,0.081152
qwen05-001975,1,0.073748
qwen05-001975,2,0.071523
qwen05-001976,0,0.128922
qwen05-001976,1,0.118141
qwen05-001976,2,0.104906
qwen05-001977,0,0.155931
qwen05-001977,1,0.133179
qwen05-001977,2,0.125776
qwen05-001978,0,0.174837
qwen05-001978,1,0.16062
qwen05-001978,2,0.153898
qwen05-001979,0,0.198281
qwen05-001979,1,0.18717
qwen05-001979,2,0.205705
qwen05-001980,0,0.441746
qwen05-001980,1,0.409846
qwen05-001980,2,0.383116
qwen05-001981,0,0.270726
qwen05-001981,1,0.237504
qwen05-001981,2,0.219771
qwen05-001982,0,0.101891
qwen05-001982,1,0.093124
qwen05-001982,2,0.089117
qwen05-001983,0,0.116889
qwen05-001983,1,0.109846
qwen05-001983,2,0.10703
qwen05-001984,0,0.139631
qwen05-001984,1,0.127839
qwen05-001984,2,0.120054
qwen05-001985,0,0.232214
qwen05-001985,1,0.205644
qwen05-001985,2,0.198801
qwen05-001986,0,0.323455
qwen05-001986,1,0.284442
qwen05-001986,2,0.246632
qwen05-001987,0,0.316703
qwen05-001987,1,0.306974
qwen05-001987,2,0.2785
qwen05-001988,0,0.256109
qwen05-001988,1,0.23529
qwen05-001988,2,0.254887
qwen05-001989,0,0.094517
qwen05-001989,1,0.095108
qwen05-001989,2,0.090169
qwen05-001990,0,0.118472
qwen05-001990,1,0.107591
qwen05-001990,2,0.103674
qwen05-001991,0,0.169477
qwen05-001991,1,0.125925
qwen05-001991,2,0.110367
qwen05-001992,0,0.139451
qwen05-001992,1,0.126166
qwen05-001992,2,0.119964
qwen05-001993,0,0.330478
qwen05-001993,1,0.292818
qwen05-001993,2,0.301534
qwen05-001994,0,0.148999
qwen05-001994,1,0.134331
qwen05-001994,2,0.1334
qwen05-001995,0,0.450192
qwen05-001995,1,0.436466
qwen05-001995,2,0.324186
qwen05-001996,0,0.084408
qwen05-001996,1,0.081903
qwen05-001996,2,0.073007
qwen05-001997,0,0.151583
qwen05-001997,1,0.1334
qwen05-001997,2,0.12864
qwen05-001998,0,0.153256
qwen05-001998,1,0.140864
qwen05-001998,2,0.137688
qwen05-001999,0,0.329186
qwen05-001999,1,0.281847
qwen05-001999,2,0.271639
qwen05-002000,0,0.410538
qwen05-002000,1,0.396231
qwen05-002000,2,0.391081
qwen05-002001,0,0.55072
qwen05-002001,1,0.45446
qwen05-002001,2,0.441957
qwen05-002002,0,0.344134
qwen05-002002,1,0.344445
qwen05-002002,2,0.274984
qwen05-002003,0,0.103764
qwen05-002003,1,0.081512
qwen05-002003,2,0.07467
qwen05-002004,0,0.14451
qwen05-002004,1,0.167102
qwen05-002004,2,0.195846
qwen05-002005,0,0.174506
qwen05-002005,1,0.158857
qwen05-002005,2,0.167283
qwen05-002006,0,0.244176
qwen05-002006,1,0.244688
qwen05-002006,2,0.215773
qwen05-002007,0,0.538387
qwen05-002007,1,0.488554
qwen05-002007,2,0.47611
qwen05-002008,0,0.740795
qwen05-002008,1,0.707924
qwen05-002008,2,0.698096
qwen05-002009,0,0.466362
qwen05-002009,1,0.514081
qwen05-002009,2,0.43343
qwen05-002010,0,0.109655
qwen05-002010,1,0.085891
qwen05-002010,2,0.077585
qwen05-002011,0,0.128561
qwen05-002011,1,0.114213
qwen05-002011,2,0.110025
qwen05-002012,0,0.212838
qwen05-002012,1,0.183954
qwen05-002012,2,0.174907
qwen05-002013,0,0.14458
qwen05-002013,1,0.134441
qwen05-002013,2,0.126797
qwen05-002014,0,0.355394
qwen05-002014,1,0.514682
qwen05-002014,2,0.425145
qwen05-002015,0,0.198191
qwen05-002015,1,0.156804
qwen05-002015,2,0.147285
qwen05-002016,0,0.327723
qwen05-002016,1,0.291284
qwen05-002016,2,0.287127
qwen05-002017,0,0.083035
qwen05-002017,1,0.07481
qwen05-002017,2,0.071684
qwen05-002018,0,0.12259
qwen05-002018,1,0.111679
qwen05-002018,2,0.108253
qwen05-002019,0,0.157795
qwen05-002019,1,0.145563
qwen05-002019,2,0.140603
qwen05-002020,0,0.305421
qwen05-002020,1,0.27296
qwen05-002020,2,0.26231
qwen05-002021,0,0.406971
qwen05-002021,1,0.373318
qwen05-002021,2,0.360274
qwen05-002022,0,0.507609
qwen05-002022,1,0.458367
qwen05-002022,2,0.705619
qwen05-002023,0,0.300843
qwen05-002023,1,0.286566
qwen05-002023,2,0.297105
qwen05-002024,0,0.095288
qwen05-002024,1,0.079829
qwen05-002024,2,0.076252
qwen05-002025,0,0.127188
qwen05-002025,1,0.118131
qwen05-002025,2,0.116878
qwen05-002026,0,0.17119
qwen05-002026,1,0.159729
qwen05-002026,2,0.152977
qwen05-002027,0,0.231062
qwen05-002027,1,0.224721
qwen05-002027,2,0.212166
qwen05-002028,0,0.54022
qwen05-002028,1,0.606364
qwen05-002028,2,0.590695
qwen05-002029,0,0.845331
qwen05-002029,1,0.72209
qwen05-002029,2,0.686805
qwen05-002030,0,0.318075
qwen05-002030,1,0.447868
qwen05-002030,2,0.376825
qwen05-002031,0,0.094717
qwen05-002031,1,0.079047
qwen05-002031,2,0.073177
qwen05-002032,0,0.180047
qwen05-002032,1,0.123761
qwen05-002032,2,0.11729
qwen05-002033,0,0.13903
qwen05-002033,1,0.120395
qwen05-002033,2,0.119454
qwen05-002034,0,0.150241
qwen05-002034,1,0.133941
qwen05-002034,2,0.149349
qwen05-002035,0,0.349473
qwen05-002035,1,0.362328
qwen05-002035,2,0.341599
qwen05-002036,0,0.173455
qwen05-002036,1,0.162003
qwen05-002036,2,0.165279
qwen05-002037,0,0.400248
qwen05-002037,1,0.281416
qwen05-002037,2,0.263172
qwen05-002038,0,0.134762
qwen05-002038,1,0.140723
qwen05-002038,2,0.160831
qwen05-002039,0,0.198081
qwen05-002039,1,0.19254
qwen05-002039,2,0.140793
qwen05-002040,0,0.224751
qwen05-002040,1,0.211817
qwen05-002040,2,0.23011
qwen05-002041,0,0.698156
qwen05-002041,1,0.558995
qwen05-002041,2,0.54572
qwen05-002042,0,1.151013
qwen05-002042,1,1.082665
qwen05-002042,2,1.058169
qwen05-002043,0,1.322343
qwen05-002043,1,1.155381
qwen05-002043,2,1.385692
qwen05-002044,0,0.292558
qwen05-002044,1,0.289031
qwen05-002044,2,0.285213
qwen05-002045,0,0.1608
qwen05-002045,1,0.147907
qwen05-002045,2,0.143198
qwen05-002046,0,0.143498
qwen05-002046,1,0.132168
qwen05-002046,2,0.139261
qwen05-002047,0,0.296795
qwen05-002047,1,0.255558
qwen05-002047,2,0.248114
qwen05-002048,0,0.448199
qwen05-002048,1,0.401361
qwen05-002048,2,0.407983
qwen05-002049,0,1.029595
qwen05-002049,1,0.936051
qwen05-002049,2,0.915503
qwen05-002050,0,2.281788
qwen05-002050,1,1.829591
qwen05-002050,2,1.709848
qwen05-002051,0,0.280073
qwen05-002051,1,0.276667
qwen05-002051,2,0.279102
qwen05-002052,0,0.160661
qwen05-002052,1,0.146765
qwen05-002052,2,0.158086
qwen05-002053,0,0.216735
qwen05-002053,1,0.167794
qwen05-002053,2,0.13356
qwen05-002054,0,0.180558
qwen05-002054,1,0.156964
qwen05-002054,2,0.151112
qwen05-002055,0,0.201206
qwen05-002055,1,0.187981
qwen05-002055,2,0.182461
qwen05-002056,0,0.859508
qwen05-002056,1,0.734414
qwen05-002056,2,0.703616
qwen05-002057,0,0.278491
qwen05-002057,1,0.237935
qwen05-002057,2,0.234789
qwen05-002058,0,0.226233
qwen05-002058,1,0.220933
qwen05-002058,2,0.214471
qwen05-002059,0,0.08577
qwen05-002059,1,0.116247
qwen05-002059,2,0.113622
qwen05-002060,0,0.1227
qwen05-002060,1,0.116358
qwen05-002060,2,0.107491
qwen05-002061,0,0.143158
qwen05-002061,1,0.1604
qwen05-002061,2,0.130665
qwen05-002062,0,0.178083
qwen05-002062,1,0.161242
qwen05-002062,2,0.155691
qwen05-002063,0,0.204282
qwen05-002063,1,0.189174
qwen05-002063,2,0.183303
qwen05-002064,0,0.424323
qwen05-002064,1,0.391011
qwen05-002064,2,0.380773
qwen05-002065,0,0.22987
qwen05-002065,1,0.223958
qwen05-002065,2,0.233677
qwen05-002066,0,0.097482
qwen05-002066,1,0.080421
qwen05-002066,2,0.074619
qwen05-002067,0,0.125866
qwen05-002067,1,0.24086
qwen05-002067,2,0.161182
qwen05-002068,0,0.152426
qwen05-002068,1,0.164338
qwen05-002068,2,0.130934
qwen05-002069,0,0.228708
qwen05-002069,1,0.209963
qwen05-002069,2,0.185307
qwen05-002070,0,0.267129
qwen05-002070,1,0.237184
qwen05-002070,2,0.229409
qwen05-002071,0,0.321962
qwen05-002071,1,0.300933
qwen05-002071,2,0.270296
qwen05-002072,0,0.321521
qwen05-002072,1,0.305331
qwen05-002072,2,0.301605
qwen05-002073,0,0.08557
qwen05-002073,1,0.078436
qwen05-002073,2,0.074268
qwen05-002074,0,0.16577
qwen05-002074,1,0.152295
qwen05-002074,2,0.152245
qwen05-002075,0,0.157635
qwen05-002075,1,0.208019
qwen05-002075,2,0.203781
qwen05-002076,0,0.154309
qwen05-002076,1,0.157725
qwen05-002076,2,0.135503
qwen05-002077,0,0.31563
qwen05-002077,1,0.28364
qwen05-002077,2,0.265717
qwen05-002078,0,0.151364
qwen05-002078,1,0.134692
qwen05-002078,2,0.13924
qwen05-002079,0,0.209642
qwen05-002079,1,0.196908
qwen05-002079,2,0.201567
qwen05-002080,0,0.077154
qwen05-002080,1,0.070061
qwen05-002080,2,0.109054
qwen05-002081,0,0.13937
qwen05-002081,1,0.119083
qwen05-002081,2,0.105677
qwen05-002082,0,0.153928
qwen05-002082,1,0.127939
qwen05-002082,2,0.123932
qwen05-002083,0,0.173524
qwen05-002083,1,0.155801
qwen05-002083,2,0.152896
qwen05-002084,0,0.204853
qwen05-002084,1,0.212427
qwen05-002084,2,0.183232
qwen05-002085,0,0.430325
qwen05-002085,1,0.410107
qwen05-002085,2,0.38501
qwen05-002086,0,0.337401
qwen05-002086,1,0.263122
qwen05-002086,2,0.241592
qwen05-002087,0,0.086432
qwen05-002087,1,0.06914
qwen05-002087,2,0.065412
qwen05-002088,0,0.172162
qwen05-002088,1,0.152816
qwen05-002088,2,0.151784
qwen05-002089,0,0.133169
qwen05-002089,1,0.122088
qwen05-002089,2,0.124844
qwen05-002090,0,0.199212
qwen05-002090,1,0.187831
qwen05-002090,2,0.198871
qwen05-002091,0,0.401812
qwen05-002091,1,0.241992
qwen05-002091,2,0.227816
qwen05-002092,0,0.343212
qwen05-002092,1,0.30431
qwen05-002092,2,0.305952
qwen05-002093,0,0.171721
qwen05-002093,1,0.165499
qwen05-002093,2,0.199423
qwen05-002094,0,0.075331
qwen05-002094,1,0.078387
qwen05-002094,2,0.067406
qwen05-002095,0,0.16041
qwen05-002095,1,0.141805
qwen05-002095,2,0.138709
qwen05-002096,0,0.169597
qwen05-002096,1,0.159168
qwen05-002096,2,0.153978
qwen05-002097,0,0.139962
qwen05-002097,1,0.128721
qwen05-002097,2,0.146454
qwen05-002098,0,0.420857
qwen05-002098,1,0.3104
qwen05-002098,2,0.279944
qwen05-002099,0,0.150933
qwen05-002099,1,0.135554
qwen05-002099,2,0.128049
qwen05-002100,0,0.199884
qwen05-002100,1,0.207969
qwen05-002100,2,0.194835
qwen05-002101,0,0.085249
qwen05-002101,1,0.06941
qwen05-002101,2,0.066114
qwen05-002102,0,0.117329
qwen05-002102,1,0.109424
qwen05-002102,2,0.11771
qwen05-002103,0,0.171321
qwen05-002103,1,0.157414
qwen05-002103,2,0.164578
qwen05-002104,0,0.229158
qwen05-002104,1,0.197109
qwen05-002104,2,0.200625
qwen05-002105,0,0.337802
qwen05-002105,1,0.272189
qwen05-002105,2,0.203651
qwen05-002106,0,0.432198
qwen05-002106,1,0.376143
qwen05-002106,2,0.370222
qwen05-002107,0,0.200906
qwen05-002107,1,0.189003
qwen05-002107,2,0.189734
qwen05-002108,0,0.077625
qwen05-002108,1,0.072605
qwen05-002108,2,0.06951
qwen05-002109,0,0.148087
qwen05-002109,1,0.1553
qwen05-002109,2,0.142356
qwen05-002110,0,0.134171
qwen05-002110,1,0.122409
qwen05-002110,2,0.119303
qwen05-002111,0,0.247513
qwen05-002111,1,0.247533
qwen05-002111,2,0.193031
qwen05-002112,0,0.257301
qwen05-002112,1,0.301695
qwen05-002112,2,0.263513
qwen05-002113,0,0.368029
qwen05-002113,1,0.290463
qwen05-002113,2,0.285644
qwen05-002114,0,0.244397
qwen05-002114,1,0.228187
qwen05-002114,2,0.250859
qwen05-002115,0,0.073889
qwen05-002115,1,0.066785
qwen05-002115,2,0.062948
qwen05-002116,0,0.121157
qwen05-002116,1,0.10666
qwen05-002116,2,0.103434
qwen05-002117,0,0.157995
qwen05-002117,1,0.11759
qwen05-002117,2,0.116218
qwen05-002118,0,0.140913
qwen05-002118,1,0.127579
qwen05-002118,2,0.121798
qwen05-002119,0,0.339776
qwen05-002119,1,0.271297
qwen05-002119,2,0.264044
qwen05-002120,0,0.14426
qwen05-002120,1,0.182622
qwen05-002120,2,0.169206
qwen05-002121,0,0.260137
qwen05-002121,1,0.223078
qwen05-002121,2,0.215744
qwen05-002122,0,0.116328
qwen05-002122,1,0.10656
qwen05-002122,2,0.101229
qwen05-002123,0,0.116558
qwen05-002123,1,0.109755
qwen05-002123,2,0.109375
qwen05-002124,0,0.145422
qwen05-002124,1,0.135012
qwen05-002124,2,0.129873
qwen05-002125,0,0.174085
qwen05-002125,1,0.161411
qwen05-002125,2,0.170709
qwen05-002126,0,0.211986
qwen05-002126,1,0.186589
qwen05-002126,2,0.180327
qwen05-002127,0,0.436196
qwen05-002127,1,0.399758
qwen05-002127,2,0.37431
qwen05-002128,0,0.284562
qwen05-002128,1,0.264976
qwen05-002128,2,0.270947
qwen05-002129,0,0.114274
qwen05-002129,1,0.093124
qwen05-002129,2,0.07497
qwen05-002130,0,0.16601
qwen05-002130,1,0.154138
qwen05-002130,2,0.148999
qwen05-002131,0,0.211565
qwen05-002131,1,0.182601
qwen05-002131,2,0.139952
qwen05-002132,0,0.205915
qwen05-002132,1,0.186759
qwen05-002132,2,0.184886
qwen05-002133,0,0.328324
qwen05-002133,1,0.25654
qwen05-002133,2,0.240389
qwen05-002134,0,0.31541
qwen05-002134,1,0.295172
qwen05-002134,2,0.292177
qwen05-002135,0,0.234118
qwen05-002135,1,0.233968
qwen05-002135,2,0.220944
qwen05-002136,0,0.101951
qwen05-002136,1,0.092072
qwen05-002136,2,0.087364
qwen05-002137,0,0.131817
qwen05-002137,1,0.120425
qwen05-002137,2,0.113613
qwen05-002138,0,0.193783
qwen05-002138,1,0.168014
qwen05-002138,2,0.155822
qwen05-002139,0,0.137528
qwen05-002139,1,0.126006
qwen05-002139,2,0.120566
qwen05-002140,0,0.294821
qwen05-002140,1,0.291305
qwen05-002140,2,0.271918
qwen05-002141,0,0.141875
qwen05-002141,1,0.196107
qwen05-002141,2,0.152566
qwen05-002142,0,0.437198
qwen05-002142,1,0.372366
qwen05-002142,2,0.318396
qwen05-002143,0,0.097903
qwen05-002143,1,0.077104
qwen05-002143,2,0.071193
qwen05-002144,0,0.126195
qwen05-002144,1,0.117199
qwen05-002144,2,0.107191
qwen05-002145,0,0.15532
qwen05-002145,1,0.143929
qwen05-002145,2,0.139641
qwen05-002146,0,0.301434
qwen05-002146,1,0.283951
qwen05-002146,2,0.26731
qwen05-002147,0,0.38994
qwen05-002147,1,0.362107
qwen05-002147,2,0.397934
qwen05-002148,0,0.483774
qwen05-002148,1,0.450953
qwen05-002148,2,0.448629
qwen05-002149,0,0.375302
qwen05-002149,1,0.419946
qwen05-002149,2,0.352199
qwen05-002150,0,0.091781
qwen05-002150,1,0.079518
qwen05-002150,2,0.075271
qwen05-002151,0,0.125405
qwen05-002151,1,0.116247
qwen05-002151,2,0.106369
qwen05-002152,0,0.243986
qwen05-002152,1,0.236802
qwen05-002152,2,0.151784
qwen05-002153,0,0.24057
qwen05-002153,1,0.213759
qwen05-002153,2,0.209262
qwen05-002154,0,0.546332
qwen05-002154,1,0.517197
qwen05-002154,2,0.489546
qwen05-002155,0,1.172092
qwen05-002155,1,0.712122
qwen05-002155,2,0.673841
qwen05-002156,0,0.327363
qwen05-002156,1,0.314909
qwen05-002156,2,0.306774
qwen05-002157,0,0.104576
qwen05-002157,1,0.078677
qwen05-002157,2,0.07466
qwen05-002158,0,0.164718
qwen05-002158,1,0.121999
qwen05-002158,2,0.122049
qwen05-002159,0,0.134051
qwen05-002159,1,0.130875
qwen05-002159,2,0.118962
qwen05-002160,0,0.146414
qwen05-002160,1,0.147887
qwen05-002160,2,0.125645
qwen05-002161,0,0.381994
qwen05-002161,1,0.365092
qwen05-002161,2,0.385601
qwen05-002162,0,0.17131
qwen05-002162,1,0.159448
qwen05-002162,2,0.161032
qwen05-002163,0,0.333774
qwen05-002163,1,0.281837
qwen05-002163,2,0.269975
qwen05-002164,0,0.11733
qwen05-002164,1,0.093214
qwen05-002164,2,0.070381
qwen05-002165,0,0.122109
qwen05-002165,1,0.125043
qwen05-002165,2,0.117701
qwen05-002166,0,0.226744
qwen05-002166,1,0.143779
qwen05-002166,2,0.137307
qwen05-002167,0,0.289852
qwen05-002167,1,0.262301
qwen05-002167,2,0.274143
qwen05-002168,0,0.419274
qwen05-002168,1,0.692566
qwen05-002168,2,0.651889
qwen05-002169,0,0.589031
qwen05-002169,1,0.448057
qwen05-002169,2,0.43825
qwen05-002170,0,0.298167
qwen05-002170,1,0.284101
qwen05-002170,2,0.290393
qwen05-002171,0,0.106349
qwen05-002171,1,0.09105
qwen05-002171,2,0.08044
qwen05-002172,0,0.165169
qwen05-002172,1,0.120405
qwen05-002172,2,0.107522
qwen05-002173,0,0.17675
qwen05-002173,1,0.156673
qwen05-002173,2,0.151734
qwen05-002174,0,0.23528
qwen05-002174,1,0.21409
qwen05-002174,2,0.205565
qwen05-002175,0,0.567651
qwen05-002175,1,0.500025
qwen05-002175,2,0.470941
qwen05-002176,0,0.756605
qwen05-002176,1,0.686604
qwen05-002176,2,0.750273
qwen05-002177,0,0.339284
qwen05-002177,1,0.315661
qwen05-002177,2,0.298879
qwen05-002178,0,0.14429
qwen05-002178,1,0.100779
qwen05-002178,2,0.088014
qwen05-002179,0,0.129562
qwen05-002179,1,0.120576
qwen05-002179,2,0.107491
qwen05-002180,0,0.145281
qwen05-002180,1,0.121317
qwen05-002180,2,0.120615
qwen05-002181,0,0.148618
qwen05-002181,1,0.135924
qwen05-002181,2,0.126457
qwen05-002182,0,0.37426
qwen05-002182,1,0.316612
qwen05-002182,2,0.299169
qwen05-002183,0,0.162303
qwen05-002183,1,0.149299
qwen05-002183,2,0.144961
qwen05-002184,0,0.323975
qwen05-002184,1,0.276427
qwen05-002184,2,0.267841
qwen05-002185,0,0.178183
qwen05-002185,1,0.156132
qwen05-002185,2,0.136766
qwen05-002186,0,0.142427
qwen05-002186,1,0.136405
qwen05-002186,2,0.129342
qwen05-002187,0,0.359211
qwen05-002187,1,0.238406
qwen05-002187,2,0.236332
qwen05-002188,0,0.567762
qwen05-002188,1,0.546852
qwen05-002188,2,0.805697
qwen05-002189,0,1.135444
qwen05-002189,1,1.077265
qwen05-002189,2,1.18697
qwen05-002190,0,1.122779
qwen05-002190,1,1.08016
qwen05-002190,2,1.055625
qwen05-002191,0,0.380521
qwen05-002191,1,0.343863
qwen05-002191,2,0.338873
qwen05-002192,0,0.159719
qwen05-002192,1,0.167854
qwen05-002192,2,0.142807
qwen05-002193,0,0.195847
qwen05-002193,1,0.185777
qwen05-002193,2,0.159498
qwen05-002194,0,0.286436
qwen05-002194,1,0.247433
qwen05-002194,2,0.246301
qwen05-002195,0,0.447677
qwen05-002195,1,0.437197
qwen05-002195,2,0.435625
qwen05-002196,0,0.96808
qwen05-002196,1,0.911114
qwen05-002196,2,0.936572
qwen05-002197,0,2.198763
qwen05-002197,1,2.208872
qwen05-002197,2,1.934478
qwen05-002198,0,0.324376
qwen05-002198,1,0.335147
qwen05-002198,2,0.475399
qwen05-002199,0,0.222315
qwen05-002199,1,0.184675
qwen05-002199,2,0.152335
qwen05-002200,0,0.146454
qwen05-002200,1,0.134371
qwen05-002200,2,0.125665
qwen05-002201,0,0.201076
qwen05-002201,1,0.17146
qwen05-002201,2,0.152846
qwen05-002202,0,0.207358
qwen05-002202,1,0.18709
qwen05-002202,2,0.193442
qwen05-002203,0,0.742128
qwen05-002203,1,0.706942
qwen05-002203,2,0.702083
qwen05-002204,0,0.274643
qwen05-002204,1,0.239127
qwen05-002204,2,0.236612
qwen05-002205,0,0.229298
qwen05-002205,1,0.234328
qwen05-002205,2,0.220743
qwen05-002206,0,0.082794
qwen05-002206,1,0.079889
qwen05-002206,2,0.071293
qwen05-002207,0,0.167723
qwen05-002207,1,0.151813
qwen05-002207,2,0.14978
qwen05-002208,0,0.148318
qwen05-002208,1,0.130704
qwen05-002208,2,0.130133
qwen05-002209,0,0.181991
qwen05-002209,1,0.168235
qwen05-002209,2,0.17099
qwen05-002210,0,0.209723
qwen05-002210,1,0.197921
qwen05-002210,2,0.178874
qwen05-002211,0,0.437198
qwen05-002211,1,0.401411
qwen05-002211,2,0.409155
qwen05-002212,0,0.236012
qwen05-002212,1,0.28345
qwen05-002212,2,0.252632
qwen05-002213,0,0.112139
qwen05-002213,1,0.093725
qwen05-002213,2,0.077575
qwen05-002214,0,0.12262
qwen05-002214,1,0.115476
qwen05-002214,2,0.103804
qwen05-002215,0,0.138369
qwen05-002215,1,0.127668
qwen05-002215,2,0.120996
qwen05-002216,0,0.210944
qwen05-002216,1,0.201186
qwen05-002216,2,0.185156
qwen05-002217,0,0.284322
qwen05-002217,1,0.244367
qwen05-002217,2,0.238797
qwen05-002218,0,0.312144
qwen05-002218,1,0.286375
qwen05-002218,2,0.346368
qwen05-002219,0,0.261369
qwen05-002219,1,0.235591
qwen05-002219,2,0.255689
qwen05-002220,0,0.117019
qwen05-002220,1,0.087504
qwen05-002220,2,0.096501
qwen05-002221,0,0.125806
qwen05-002221,1,0.118832
qwen05-002221,2,0.143609
qwen05-002222,0,0.170139
qwen05-002222,1,0.15513
qwen05-002222,2,0.167484
qwen05-002223,0,0.166191
qwen05-002223,1,0.127278
qwen05-002223,2,0.121267
qwen05-002224,0,0.307826
qwen05-002224,1,0.278992
qwen05-002224,2,0.266889
qwen05-002225,0,0.150532
qwen05-002225,1,0.1337
qwen05-002225,2,0.129112
qwen05-002226,0,0.186319
qwen05-002226,1,0.183733
qwen05-002226,2,0.19235
qwen05-002227,0,0.097683
qwen05-002227,1,0.08548
qwen05-002227,2,0.078336
qwen05-002228,0,0.1657
qwen05-002228,1,0.140322
qwen05-002228,2,0.133129
qwen05-002229,0,0.190336
qwen05-002229,1,0.139862
qwen05-002229,2,0.130204
qwen05-002230,0,0.170649
qwen05-002230,1,0.186078
qwen05-002230,2,0.165459
qwen05-002231,0,0.203711
qwen05-002231,1,0.186859
qwen05-002231,2,0.172522
qwen05-002232,0,0.418994
qwen05-002232,1,0.428511
qwen05-002232,2,0.381493
qwen05-002233,0,0.17639
qwen05-002233,1,0.174035
qwen05-002233,2,0.168836
qwen05-002234,0,0.10674
qwen05-002234,1,0.097953
qwen05-002234,2,0.10699
qwen05-002235,0,0.168555
qwen05-002235,1,0.150651
qwen05-002235,2,0.144199
qwen05-002236,0,0.143418
qwen05-002236,1,0.128941
qwen05-002236,2,0.127248
qwen05-002237,0,0.274784
qwen05-002237,1,0.218048
qwen05-002237,2,0.266458
qwen05-002238,0,0.260938
qwen05-002238,1,0.238467
qwen05-002238,2,0.244988
qwen05-002239,0,0.338303
qwen05-002239,1,0.298177
qwen05-002239,2,0.457355
qwen05-002240,0,0.208791
qwen05-002240,1,0.199534
qwen05-002240,2,0.190746
qwen05-002241,0,0.076353
qwen05-002241,1,0.068348
qwen05-002241,2,0.06962
