model,model_label,prompt,split,situation,num_tokens,budget_index,budget_fraction,policy,policy_label,logit_relative_l2_error,logit_cosine_error,dense_to_sparse_kl,top1_agreement,dense_nll,sparse_nll,nll_delta,projection_calls,fallback_calls,resolved_method_counts
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,1,0.5,tile8_ceil,Cell-8,1.3152530193328857,0.9444339871406555,13.517569541931152,0.0,4.5072455406188965,16.521188735961914,12.01394271850586,224,0,"{""tile8_ceil"": 224}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,1,0.5,wave_k6,Wave K=6,1.273660659790039,0.8472243547439575,11.045527458190918,0.0,4.5072455406188965,14.196109771728516,9.688863754272461,224,0,"{""wave_k6"": 224}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,1,0.5,wave_dispatch,Wave calibration dispatch,1.273660659790039,0.8472243547439575,11.045527458190918,0.0,4.5072455406188965,14.196109771728516,9.688863754272461,224,0,"{""wave_k6"": 224}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,1,0.5,min_total_dispatch,All-method min-total dispatch,1.3152530193328857,0.9444339871406555,13.517569541931152,0.0,4.5072455406188965,16.521188735961914,12.01394271850586,224,0,"{""tile8_ceil"": 224}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,1,0.5,error_guard_dispatch,Measured-error guard dispatch,1.1897155046463013,0.6949868202209473,6.114553928375244,0.05202312022447586,4.5072455406188965,9.571839332580566,5.06459379196167,224,0,"{""paper"": 32, ""tile8_ceil"": 64, ""wave_k6"": 128}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,2,0.75,paper,Paper,0.8906402587890625,0.46538305282592773,4.187613487243652,0.17341040074825287,4.5072455406188965,7.61224365234375,3.1049981117248535,224,0,"{""paper"": 224}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,2,0.75,tile8_ceil,Cell-8,0.7844375371932983,0.36737942695617676,4.037508487701416,0.15606936812400818,4.5072455406188965,7.345352649688721,2.838107109069824,224,0,"{""tile8_ceil"": 224}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,2,0.75,wave_k6,Wave K=6,0.8817700147628784,0.45916318893432617,4.166589736938477,0.15606936812400818,4.5072455406188965,7.529325485229492,3.0220799446105957,224,0,"{""wave_k6"": 224}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,2,0.75,wave_dispatch,Wave calibration dispatch,0.8787030577659607,0.4213069677352905,4.179957389831543,0.12716762721538544,4.5072455406188965,7.621068000793457,3.1138224601745605,224,0,"{""wave_k12"": 96, ""wave_k6"": 128}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,2,0.75,min_total_dispatch,All-method min-total dispatch,0.7844375371932983,0.36737942695617676,4.037508487701416,0.15606936812400818,4.5072455406188965,7.345352649688721,2.838107109069824,224,0,"{""tile8_ceil"": 224}"
smol360,SmolLM2-360M-Instruct,test_long_structured,holdout,long,173,2,0.75,error_guard_dispatch,Measured-error guard dispatch,0.8695992827415466,0.44578254222869873,4.689547061920166,0.10982658714056015,4.5072455406188965,8.028361320495605,3.521115779876709,224,0,"{""tile8_ceil"": 32, ""wave_k12"": 64, ""wave_k6"": 128}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,0,0.25,paper,Paper,1.1193711757659912,0.8469656705856323,10.781023025512695,0.0,1.5688916444778442,11.669533729553223,10.100642204284668,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,0,0.25,tile8_ceil,Cell-8,1.1704003810882568,0.9228367209434509,10.186918258666992,0.0,1.5688916444778442,11.374551773071289,9.805660247802734,154,0,"{""tile8_ceil"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,0,0.25,wave_k6,Wave K=6,1.116126298904419,0.8026090860366821,11.083335876464844,0.0,1.5688916444778442,12.245672225952148,10.676780700683594,154,0,"{""wave_k6"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,0,0.25,wave_dispatch,Wave calibration dispatch,1.165055751800537,0.8988417387008667,11.604535102844238,0.0,1.5688916444778442,12.732765197753906,11.163873672485352,154,0,"{""wave_k1"": 66, ""wave_k6"": 88}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,0,0.25,min_total_dispatch,All-method min-total dispatch,1.2250337600708008,1.044881820678711,11.312225341796875,0.0,1.5688916444778442,12.264910697937012,10.696019172668457,154,0,"{""tile8_ceil"": 110, ""wave_k1"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,0,0.25,error_guard_dispatch,Measured-error guard dispatch,1.1193711757659912,0.8469656705856323,10.781023025512695,0.0,1.5688916444778442,11.669533729553223,10.100642204284668,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,1,0.5,paper,Paper,1.1358997821807861,0.6792001724243164,10.305603981018066,0.0,1.5688916444778442,11.15735912322998,9.588467597961426,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,1,0.5,tile8_ceil,Cell-8,1.1058541536331177,0.6518505811691284,11.328606605529785,0.0,1.5688916444778442,12.239029884338379,10.670138359069824,154,0,"{""tile8_ceil"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,1,0.5,wave_k6,Wave K=6,1.1275752782821655,0.6540839672088623,11.738516807556152,0.0,1.5688916444778442,12.75704574584961,11.188154220581055,154,0,"{""wave_k6"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,1,0.5,wave_dispatch,Wave calibration dispatch,1.2056050300598145,1.0258114337921143,11.826815605163574,0.0,1.5688916444778442,12.602607727050781,11.033716201782227,154,0,"{""wave_k1"": 66, ""wave_k6"": 88}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,1,0.5,min_total_dispatch,All-method min-total dispatch,1.5430089235305786,0.5739532709121704,12.265395164489746,0.0,1.5688916444778442,13.177140235900879,11.608248710632324,154,0,"{""tile8_ceil"": 88, ""wave_k1"": 66}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,1,0.5,error_guard_dispatch,Measured-error guard dispatch,1.1096004247665405,0.6330230236053467,10.491100311279297,0.014492753893136978,1.5688916444778442,11.59164810180664,10.022756576538086,154,0,"{""paper"": 110, ""tile8_ceil"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,2,0.75,paper,Paper,0.8906086087226868,0.4776390790939331,3.687162160873413,0.2753623127937317,1.5688916444778442,4.662595748901367,3.0937042236328125,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,2,0.75,tile8_ceil,Cell-8,0.8739182353019714,0.4481234550476074,3.5784192085266113,0.260869562625885,1.5688916444778442,4.676652908325195,3.1077613830566406,154,0,"{""tile8_ceil"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,2,0.75,wave_k6,Wave K=6,1.0182561874389648,0.532021164894104,5.291772842407227,0.23188406229019165,1.5688916444778442,6.374965667724609,4.806074142456055,154,0,"{""wave_k6"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,2,0.75,wave_dispatch,Wave calibration dispatch,0.9270422458648682,0.40976661443710327,4.0198283195495605,0.2753623127937317,1.5688916444778442,5.075301647186279,3.5064101219177246,154,0,"{""wave_k1"": 22, ""wave_k24"": 88, ""wave_k6"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,2,0.75,min_total_dispatch,All-method min-total dispatch,0.8992261290550232,0.4846891760826111,3.744776725769043,0.2753623127937317,1.5688916444778442,4.839488983154297,3.270597457885742,154,0,"{""tile8_ceil"": 44, ""wave_k1"": 22, ""wave_k24"": 88}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_short_korean,holdout,short,69,2,0.75,error_guard_dispatch,Measured-error guard dispatch,0.901464581489563,0.4557344317436218,3.8377792835235596,0.260869562625885,1.5688916444778442,4.882993221282959,3.3141016960144043,154,0,"{""paper"": 44, ""tile8_ceil"": 66, ""wave_k6"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,0,0.25,paper,Paper,1.0786514282226562,0.9512853026390076,10.721832275390625,0.0,2.891526460647583,12.420312881469727,9.528786659240723,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,0,0.25,tile8_ceil,Cell-8,0.9432862401008606,0.6386291980743408,9.374175071716309,0.0,2.891526460647583,11.095316886901855,8.203790664672852,154,0,"{""tile8_ceil"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,0,0.25,wave_k6,Wave K=6,1.0516996383666992,0.8988434076309204,9.92027759552002,0.0,2.891526460647583,11.55531120300293,8.663784980773926,154,0,"{""wave_k6"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,0,0.25,wave_dispatch,Wave calibration dispatch,1.0822255611419678,0.9469951391220093,10.588061332702637,0.0,2.891526460647583,12.130860328674316,9.239334106445312,154,0,"{""wave_k1"": 66, ""wave_k6"": 88}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,0,0.25,min_total_dispatch,All-method min-total dispatch,0.9902712106704712,0.7338531017303467,10.566997528076172,0.0,2.891526460647583,11.913287162780762,9.021760940551758,154,0,"{""tile8_ceil"": 110, ""wave_k1"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,0,0.25,error_guard_dispatch,Measured-error guard dispatch,1.0786514282226562,0.9512853026390076,10.721832275390625,0.0,2.891526460647583,12.420312881469727,9.528786659240723,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,1,0.5,paper,Paper,0.7494696378707886,0.2803667187690735,8.022196769714355,0.014084506779909134,2.891526460647583,9.805267333984375,6.913741111755371,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,1,0.5,tile8_ceil,Cell-8,0.7696642279624939,0.2371959686279297,7.057587623596191,0.056338027119636536,2.891526460647583,9.027933120727539,6.136406898498535,154,0,"{""tile8_ceil"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,1,0.5,wave_k6,Wave K=6,0.8496562838554382,0.2408185601234436,10.034276008605957,0.0,2.891526460647583,12.511202812194824,9.61967658996582,154,0,"{""wave_k6"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,1,0.5,wave_dispatch,Wave calibration dispatch,0.9272856116294861,0.6044913530349731,9.936163902282715,0.0,2.891526460647583,11.462151527404785,8.570625305175781,154,0,"{""wave_k1"": 66, ""wave_k6"": 88}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,1,0.5,min_total_dispatch,All-method min-total dispatch,0.8358951210975647,0.4487224221229553,8.258927345275879,0.0,2.891526460647583,10.030648231506348,7.139122009277344,154,0,"{""tile8_ceil"": 88, ""wave_k1"": 66}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,1,0.5,error_guard_dispatch,Measured-error guard dispatch,0.6961697936058044,0.2616077661514282,6.808843612670898,0.014084506779909134,2.891526460647583,8.781767845153809,5.890241622924805,154,0,"{""paper"": 110, ""tile8_ceil"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,2,0.75,paper,Paper,0.5514310598373413,0.16531944274902344,2.8292906284332275,0.3661971688270569,2.891526460647583,4.994406223297119,2.102879762649536,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,2,0.75,tile8_ceil,Cell-8,0.5998595356941223,0.19137537479400635,3.7275760173797607,0.2112676054239273,2.891526460647583,5.868154525756836,2.976628065109253,154,0,"{""tile8_ceil"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,2,0.75,wave_k6,Wave K=6,0.6378551125526428,0.20877403020858765,4.621570587158203,0.18309858441352844,2.891526460647583,6.815330505371094,3.9238040447235107,154,0,"{""wave_k6"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,2,0.75,wave_dispatch,Wave calibration dispatch,0.6606014370918274,0.2431255578994751,5.296223163604736,0.15492957830429077,2.891526460647583,7.177872657775879,4.286346435546875,154,0,"{""wave_k1"": 22, ""wave_k24"": 88, ""wave_k6"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,2,0.75,min_total_dispatch,All-method min-total dispatch,0.6643882393836975,0.21899175643920898,5.685244083404541,0.07042253017425537,2.891526460647583,7.850196838378906,4.958670616149902,154,0,"{""tile8_ceil"": 44, ""wave_k1"": 22, ""wave_k24"": 88}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_medium_code,holdout,medium,71,2,0.75,error_guard_dispatch,Measured-error guard dispatch,0.6097785830497742,0.20560967922210693,3.4953975677490234,0.2957746386528015,2.891526460647583,5.542083263397217,2.650556802749634,154,0,"{""paper"": 44, ""tile8_ceil"": 66, ""wave_k6"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,0,0.25,paper,Paper,0.7879961729049683,0.38259750604629517,6.618337154388428,0.033519551157951355,3.7254116535186768,9.476602554321289,5.751191139221191,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,0,0.25,tile8_ceil,Cell-8,0.9603895545005798,0.6876933574676514,8.984447479248047,0.0,3.7254116535186768,11.594381332397461,7.868969917297363,154,0,"{""tile8_ceil"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,0,0.25,wave_k6,Wave K=6,0.9819291234016418,0.7365092635154724,9.29527759552002,0.0,3.7254116535186768,11.849383354187012,8.123971939086914,154,0,"{""wave_k6"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,0,0.25,wave_dispatch,Wave calibration dispatch,1.0338525772094727,1.0841104984283447,8.249442100524902,0.0,3.7254116535186768,10.901885032653809,7.176473617553711,154,0,"{""wave_k1"": 66, ""wave_k6"": 88}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,0,0.25,min_total_dispatch,All-method min-total dispatch,0.8734878301620483,0.5115383863449097,8.35488510131836,0.0,3.7254116535186768,11.217278480529785,7.4918670654296875,154,0,"{""tile8_ceil"": 110, ""wave_k1"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,0,0.25,error_guard_dispatch,Measured-error guard dispatch,0.7879961729049683,0.38259750604629517,6.618337154388428,0.033519551157951355,3.7254116535186768,9.476602554321289,5.751191139221191,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,1,0.5,paper,Paper,0.6264262795448303,0.21930760145187378,6.297571659088135,0.05027932673692703,3.7254116535186768,9.047591209411621,5.322179794311523,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,1,0.5,tile8_ceil,Cell-8,0.75734543800354,0.3468288779258728,7.19068717956543,0.005586592014878988,3.7254116535186768,10.054374694824219,6.328963279724121,154,0,"{""tile8_ceil"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,1,0.5,wave_k6,Wave K=6,0.618675708770752,0.1943209171295166,6.7776665687561035,0.0,3.7254116535186768,9.487442970275879,5.762031555175781,154,0,"{""wave_k6"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,1,0.5,wave_dispatch,Wave calibration dispatch,1.0560553073883057,0.9336687326431274,9.845516204833984,0.0,3.7254116535186768,12.43798542022705,8.712574005126953,154,0,"{""wave_k1"": 66, ""wave_k6"": 88}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,1,0.5,min_total_dispatch,All-method min-total dispatch,0.9346922039985657,0.63230299949646,8.367685317993164,0.0,3.7254116535186768,10.842758178710938,7.11734676361084,154,0,"{""tile8_ceil"": 88, ""wave_k1"": 66}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,1,0.5,error_guard_dispatch,Measured-error guard dispatch,0.6566683650016785,0.24178701639175415,6.782140254974365,0.06703910231590271,3.7254116535186768,9.637688636779785,5.9122772216796875,154,0,"{""paper"": 110, ""tile8_ceil"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,2,0.75,paper,Paper,0.5046935677528381,0.136555016040802,3.2318060398101807,0.20670390129089355,3.7254116535186768,6.120761871337891,2.395350217819214,154,0,"{""paper"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,2,0.75,tile8_ceil,Cell-8,0.508575439453125,0.1382601261138916,3.2564985752105713,0.2402234524488449,3.7254116535186768,6.186004161834717,2.46059250831604,154,0,"{""tile8_ceil"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,2,0.75,wave_k6,Wave K=6,0.6160107254981995,0.20948642492294312,4.209396839141846,0.14525139331817627,3.7254116535186768,7.075198173522949,3.3497865200042725,154,0,"{""wave_k6"": 154}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,2,0.75,wave_dispatch,Wave calibration dispatch,0.5212605595588684,0.1461309790611267,3.750023365020752,0.12849161028862,3.7254116535186768,6.654207706451416,2.9287960529327393,154,0,"{""wave_k1"": 22, ""wave_k24"": 88, ""wave_k6"": 44}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,2,0.75,min_total_dispatch,All-method min-total dispatch,0.6113508343696594,0.20047146081924438,3.571537494659424,0.20670390129089355,3.7254116535186768,6.530941486358643,2.805529832839966,154,0,"{""tile8_ceil"": 44, ""wave_k1"": 22, ""wave_k24"": 88}"
tiny11,TinyLlama-1.1B-Chat-v1.0,test_long_structured,holdout,long,179,2,0.75,error_guard_dispatch,Measured-error guard dispatch,0.5110763311386108,0.1399003267288208,3.1274750232696533,0.23463685810565948,3.7254116535186768,6.158233165740967,2.43282151222229,154,0,"{""paper"": 44, ""tile8_ceil"": 66, ""wave_k6"": 44}"
