trial,target_cv,spatial_mode,budget_fraction,method,affine_matched_ratio,method_lookup_over_affine,cover_lookup_over_affine,relative_rescale_correction,lookup_matched_ratio,factorization_error
0,2.48,random,0.25,paper,1.1923272029627776,0.9624210976726717,1.2143594514348028,0.7925339540409899,0.944959792674724,-1.1102230246251565e-16
0,2.48,random,0.25,dpr,1.0,1.2226002250527346,1.2226002250527346,1.0,1.0,0.0
0,2.48,random,0.25,top,11.3409759287094,0.9238334813048916,1.2763749410528284,0.7237947499524394,8.208538836536858,3.552713678800501e-15
0,2.48,random,0.375,paper,1.1992077713276477,0.9737268960070884,1.254088305631895,0.7764420508781147,0.931115341398612,0.0
0,2.48,random,0.375,dpr,1.0,1.2646932032818432,1.2646932032818432,1.0,1.0,0.0
0,2.48,random,0.375,top,12.460538724636242,0.9607110019364151,1.3143562674955367,0.7309365243618603,9.107862867061984,1.7763568394002505e-15
0,2.48,random,0.5,paper,1.2208375445421882,0.9732723813368357,1.268890808260342,0.7670261105218334,0.9364142733692205,2.220446049250313e-16
0,2.48,random,0.5,dpr,1.0,1.264693203281843,1.264693203281843,1.0,1.0,0.0
0,2.48,random,0.5,top,12.789991419053369,0.9978225485361645,1.3172496930948745,0.7575044835970188,9.688475845100324,0.0
0,2.48,random,0.625,paper,1.27263507451798,0.9746526531867332,1.2838831542390337,0.7591443582452926,0.966113736925402,0.0
0,2.48,random,0.625,dpr,1.0,1.282353291369364,1.282353291369364,1.0,1.0,0.0
0,2.48,random,0.625,top,11.76368182711277,1.036367595281575,1.3320806428757188,0.7780066475887275,9.152222661612443,0.0
0,2.48,random,0.75,paper,1.3119510072875102,0.9921163776460886,1.3133464529205392,0.7554110154558846,0.9910622426434288,0.0
0,2.48,random,0.75,dpr,1.0,1.2944032629009508,1.2944032629009508,1.0,1.0,0.0
0,2.48,random,0.75,top,9.355105253570118,1.0807449259150295,1.3455002520674166,0.8032290772554076,7.514292560452341,-8.881784197001252e-16
0,2.48,random,0.875,paper,1.336709859225594,1.0152177114635337,1.3177563750783592,0.7704138114324544,1.0298197374253295,2.220446049250313e-16
0,2.48,random,0.875,dpr,1.0,1.3164939472316584,1.3164939472316584,1.0,1.0,0.0
0,2.48,random,0.875,top,5.784139623271921,1.0903489230198797,1.3457009564454063,0.8102460786681577,4.686576448225188,-8.881784197001252e-16
0,2.48,local,0.125,paper,1.0740162996107991,0.9803144966407584,1.0787552784075338,0.9087459558834379,0.9760079688242084,-1.1102230246251565e-16
