method,method_label,score_kind,budget_index,budget_fraction,cases,actual_total_ms,legacy_total_ms,score_median_ms,selector_median_ms,selector_total_ms,read_wall_median_ms,io_median_ms,upload_median_ms,gather_median_ms,gemm_median_ms,relative_l2_error,cosine_error,selected_fraction,chunks,row_match_rate,fallback_rate
wcell1,WCell-1 X²·W²,weighted,3,0.25,189,0.4525344311694124,0.41587919304451076,0.03665523812490161,0.09617820105820105,0.13283343918310267,0.2677685476190476,0.08252159788359786,0.14621524603174602,0.01568152378534982,0.03625092058191219,0.6272785273434781,0.23764987755074068,0.25,5.380952380952381,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,4,0.3,189,0.4946578495080796,0.45800261138317794,0.03665523812490161,0.09527917195767194,0.13193441008257356,0.3024669312169312,0.08841906613756612,0.17528975396825394,0.015185947066774081,0.04507056114180058,0.5878068713481148,0.20734537625438948,0.3000093959533574,5.873015873015873,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,5,0.35,189,0.5390789469166323,0.5024237087917306,0.03665523812490161,0.09722239682539682,0.13387763495029845,0.3381022222222222,0.09773750264550264,0.2000482857142857,0.015444656001236342,0.051654433742875094,0.5487772433195638,0.17952299811852668,0.3501498457487061,6.338624338624339,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,6,0.4,189,0.5817780133412506,0.5451227752163489,0.03665523812490161,0.09796957671957672,0.13462481484447833,0.37605851058201056,0.10782586772486771,0.22701152645502645,0.015727915278778773,0.05536677263598273,0.5182067568280867,0.15928337719074628,0.3998501542512938,6.576719576719577,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,7,0.45,189,0.617126754043101,0.5804715159181992,0.03665523812490161,0.09976521957671955,0.1364204577016212,0.4078014920634921,0.11511873015873013,0.25147091005291,0.015590772486079891,0.05731403179190772,0.48242132852060926,0.1384779785675977,0.4499906040466426,6.73015873015873,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,8,0.5,189,0.6561895369557168,0.6195342988308151,0.03665523812490161,0.09995812169312168,0.1366133598180233,0.4502912671957672,0.12912707407407406,0.2774974894179894,0.015674751320922768,0.053610158621003344,0.44296787869402027,0.11772108393371417,0.5,6.920634920634921,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,9,0.55,189,0.7050999817532673,0.6684447436283657,0.03665523812490161,0.10042324074074073,0.13707847886564237,0.4885780317460317,0.13868079894179894,0.3078533386243386,0.015553523791293569,0.0638899473502995,0.41074304524612015,0.10118320600065601,0.5500093959533574,6.8465608465608465,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,10,0.6,189,0.7553732831765892,0.7187180450516876,0.03665523812490161,0.10164530423280421,0.13830054235770586,0.5274661375661375,0.14963258994708994,0.3335938492063492,0.015853037013026722,0.07375356623971899,0.37449652507960324,0.08545164235685233,0.6001498457487062,6.6878306878306875,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,11,0.65,189,0.8003793147253472,0.7637240766004456,0.03665523812490161,0.10107273280423279,0.1377279709291344,0.5682054603174603,0.1640635476190476,0.35882785714285714,0.016106158731475664,0.07833972474727677,0.3432473917171438,0.07237151028617975,0.6498501542512938,6.28042328042328,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,12,0.7,189,0.8390426880477434,0.8023874499228417,0.03665523812490161,0.10126915873015871,0.13792439685506033,0.6080558571428571,0.1755321005291005,0.38649819312169315,0.016662518548035073,0.07639991550179065,0.31262677481457113,0.06002557056921495,0.6999906040466426,5.920634920634921,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,13,0.75,189,0.8680561323394193,0.8314008942145176,0.03665523812490161,0.10193773809523808,0.13859297622013972,0.6427543306878307,0.18733120105820106,0.4095399074074074,0.016835894115347975,0.06987293131610069,0.2780089587658131,0.04868452069620602,0.75,5.534391534391534,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,14,0.8,189,0.9238499423908235,0.8871947042659218,0.03665523812490161,0.10043604497354497,0.1370912830984466,0.6856677804232804,0.20207636772486773,0.43681964285714286,0.016760042242745188,0.08433083662635116,0.2481742588477948,0.03874974780612517,0.8000093959533574,4.761904761904762,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,15,0.85,189,1.0050690027656755,0.9684137646407738,0.03665523812490161,0.10123083597883596,0.1378860741037376,0.7492798597883598,0.23238250264550264,0.46862089153439157,0.017228867676325837,0.10067420119725201,0.2121948037326099,0.028749865198892215,0.8501498457487062,3.9894179894179893,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,16,0.9,189,1.0237729156876676,0.9871176775627659,0.03665523812490161,0.10243525396825395,0.13909049209315558,0.7624290476190476,0.22186808994708992,0.4919772698412699,0.016818455011440917,0.10543492096402339,0.17208780011374047,0.01923735968019592,0.8998501542512938,3.17989417989418,1.0,0.0
wcell1,WCell-1 X²·W²,weighted,17,0.95,189,1.0304660772845708,0.9938108391596691,0.03665523812490161,0.0991804603174603,0.13583569844236193,0.7816395634920634,0.22369256878306878,0.5109536719576719,0.016815407369187223,0.09617540798095796,0.12202192084597686,0.01013099958026215,0.9499906040466426,1.9947089947089947,1.0,0.0
