trace_id,input_index,prompt_sha256,num_tokens,module,module_call_index,activation_cv,shape,shape_index,n,d,row_size_kib,paper_start_kib,paper_jump_kib,budget_index,row_budget_fraction,row_budget,target_importance,track,method,method_label,importance,rows,chunks,two_line_ms,lookup_ms,importance_delta_vs_target,rows_delta_vs_paper,coverage_met,valid,runtime_median_ms,runtime_p95_ms,deadline_met,valid_and_deadline_met,deterministic,scalarized_calls,bracket_converged,trim_deletions,trim_two_line_saving_ms,fallback_used,fallback_added_rows,error,paper_lookup_ms,paper_two_line_ms,untrimmed_lookup_ms,untrimmed_two_line_ms,lookup_saving_vs_paper_pct,two_line_saving_vs_paper_pct,lookup_trim_gain_pct,two_line_trim_gain_pct
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,1,0.5,448,0.5444558074668748,host,predict_correct_c8,Predicted-lambda TD-2L(8),0.9999999982392184,896,1,0.0422043201935224,0.0431057034220532,0.4555441907723434,448,True,True,0.049297,0.0701430999999999,True,True,True,2,True,0,0.0,False,0,,0.0363412490953914,0.0377230854229919,0.0431057034220532,0.0422043201935224,-18.6137089259258,-11.879290148942134,,
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,1,0.5,448,0.5444558074668748,host,predict_correct_c8_trim64,Predicted-lambda TD-2L(8) + trim 64,0.9387246810947544,832,1,0.0399811985285675,0.0402953654188948,0.3942688736278796,384,True,True,0.2079435,0.22114655,True,True,True,2,True,64,0.0022231216649548,False,0,,0.0363412490953914,0.0377230854229919,0.0431057034220532,0.0422043201935224,-10.880518479495072,-5.9860244204714474,6.519643063568726,5.267521558838217
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,1,0.5,448,0.5444558074668748,host,predict_correct_c8_trim256,Predicted-lambda TD-2L(8) + trim 256,0.7143960002867971,640,1,0.0333118335337028,0.0315870921985815,0.1699401928199222,192,True,True,0.6139570000000001,0.62653655,True,True,True,2,True,256,0.0088924866598195,False,0,,0.0363412490953914,0.0377230854229919,0.0431057034220532,0.0422043201935224,13.081985388919382,11.69377276494058,26.72177997118286,21.070086235352836
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,1,0.5,448,0.5444558074668748,cuda,paper,Paper,0.5444558074668748,448,2,0.0377230854229919,0.0363412490953914,0.0,0,True,True,0.158376,0.1820631999999999,True,True,True,0,False,0,0.0,False,0,,0.0363412490953914,0.0377230854229919,0.0431057034220532,0.0422043201935224,0.0,0.0,,
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,1,0.5,448,0.5444558074668748,cuda,predict_correct_c8,Predicted-lambda TD-2L(8),0.9999999982392184,896,1,0.0422043201935224,0.0431057034220532,0.4555441907723434,448,True,True,0.100558,0.1301225999999999,True,True,True,2,True,0,0.0,False,0,,0.0363412490953914,0.0377230854229919,0.0431057034220532,0.0422043201935224,-18.6137089259258,-11.879290148942134,,
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,1,0.5,448,0.5444558074668748,cuda,predict_correct_c8_trim64,Predicted-lambda TD-2L(8) + trim 64,0.9387246810947544,832,1,0.0399811985285675,0.0402953654188948,0.3942688736278796,384,True,True,0.2771375,0.29134025,True,True,True,2,True,64,0.0022231216649548,False,0,,0.0363412490953914,0.0377230854229919,0.0431057034220532,0.0422043201935224,-10.880518479495072,-5.9860244204714474,6.519643063568726,5.267521558838217
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,1,0.5,448,0.5444558074668748,cuda,predict_correct_c8_trim256,Predicted-lambda TD-2L(8) + trim 256,0.7143960002867971,640,1,0.0333118335337028,0.0315870921985815,0.1699401928199222,192,True,True,0.7037055,0.7381612,True,True,True,2,True,256,0.0088924866598195,False,0,,0.0363412490953914,0.0377230854229919,0.0431057034220532,0.0422043201935224,13.081985388919382,11.69377276494058,26.72177997118286,21.070086235352836
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,2,0.75,672,0.7780601531849243,host,paper,Paper,0.7780601531849243,672,2,0.0455040112503341,0.044116090297957,0.0,0,True,True,0.14699,0.17239995,True,True,True,0,False,0,0.0,False,0,,0.044116090297957,0.0455040112503341,0.0424908591703979,0.0417180123293135,0.0,0.0,,
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,2,0.75,672,0.7780601531849243,host,predict_correct_c8,Predicted-lambda TD-2L(8),0.9899361456773476,882,1,0.0417180123293135,0.0424908591703979,0.2118759924924234,210,True,True,0.060443,0.0972202499999999,True,True,True,3,True,0,0.0,False,0,,0.044116090297957,0.0455040112503341,0.0424908591703979,0.0417180123293135,3.6839872177756527,8.320143251091515,,
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,8.0,8.0,2,0.75,672,0.7780601531849243,host,predict_correct_c8_trim64,Predicted-lambda TD-2L(8) + trim 64,0.9208124566066545,818,1,0.0394948906643586,0.0394949156507099,0.1427523034217301,146,True,True,0.2160535,0.2499104499999999,True,True,True,3,True,64,0.0022231216649549,False,0,,0.044116090297957,0.0455040112503341,0.0424908591703979,0.0417180123293135,10.475032161816722,13.205694225322562,7.050795343237459,5.328925183218292
